Label,Num,Adjectives
C-High,3,disciplined
C-High,4,efficient
C-High,5,responsible
C-High,6,organized
C-High,7,persevering
C-High,8,accountable
C-High,9,proactive
C-High,10,committed
E-Low-N-Low-A-Low-C-High-O-Low,1,pragmatic
E-Low-N-Low-A-Low-C-High-O-Low,2,disciplined
E-Low-N-Low-A-Low-C-High-O-Low,3,cautious
E-Low-N-Low-A-Low-C-High-O-Low,4,analytical
E-Low-N-Low-A-Low-C-High-O-Low,5,traditional
E-Low-N-Low-A-Low-C-High-O-Low,6,competitive
E-Low-N-Low-A-Low-C-High-O-Low,7,skeptical
E-Low-N-Low-A-Low-C-High-O-Low,8,reliable
E-Low-N-Low-A-Low-C-High-O-Low,9,hardworking
E-Low-N-Low-A-Low-C-High-O-Low,10,resilient
E-Low-N-High-A-High-C-Low-O-High,1,introverted
E-Low-N-High-A-High-C-Low-O-High,2,anxious
E-Low-N-High-A-High-C-Low-O-High,3,sensitive
E-Low-N-High-A-High-C-Low-O-High,4,imaginative
E-Low-N-High-A-High-C-Low-O-High,5,creative
E-Low-N-High-A-High-C-Low-O-High,6,dreamy
E-Low-N-High-A-High-C-Low-O-High,7,reserve
E-Low-N-High-A-High-C-Low-O-High,8,turbulent
E-Low-N-High-A-High-C-Low-O-High,9,indecisive
E-Low-N-High-A-High-C-Low-O-High,10,vulnerable
E-High-N-High-A-Low-C-Low-O-High,1,charismatic
E-High-N-High-A-Low-C-Low-O-High,2,vibrant
E-High-N-High-A-Low-C-Low-O-High,3,unpredictable
E-High-N-High-A-Low-C-Low-O-High,4,passionate
E-High-N-High-A-Low-C-Low-O-High,5,confident
E-High-N-High-A-Low-C-Low-O-High,6,adventurous
E-High-N-High-A-Low-C-Low-O-High,7,expressive
E-High-N-High-A-Low-C-Low-O-High,8,unconventional
E-High-N-High-A-Low-C-Low-O-High,9,dramatic
E-High-N-High-A-Low-C-Low-O-High,10,intense
E-Low-N-High-A-High-C-High-O-High,1,introverted
E-Low-N-High-A-High-C-High-O-High,2,reserve
E-Low-N-High-A-High-C-High-O-High,3,anxious
E-Low-N-High-A-High-C-High-O-High,4,sensitive
E-Low-N-High-A-High-C-High-O-High,5,perfectionistic
E-Low-N-High-A-High-C-High-O-High,6,cautious
E-Low-N-High-A-High-C-High-O-High,7,creative
E-Low-N-High-A-High-C-High-O-High,8,nervous
E-Low-N-High-A-High-C-High-O-High,9,empathetic
E-Low-N-High-A-High-C-High-O-High,10,reflective
E-High-N-High-A-High-C-High-O-Low,1,charismatic
E-High-N-High-A-High-C-High-O-Low,2,sociable
E-High-N-High-A-High-C-High-O-Low,3,assertive
E-High-N-High-A-High-C-High-O-Low,4,vibrant
E-High-N-High-A-High-C-High-O-Low,5,talkative
E-High-N-High-A-High-C-High-O-Low,6,impulsive
E-High-N-High-A-High-C-High-O-Low,7,emotional
E-High-N-High-A-High-C-High-O-Low,8,dramatic
E-High-N-High-A-High-C-High-O-Low,9,people-pleasing
E-High-N-High-A-High-C-High-O-Low,10,traditional
E-Low-N-High-A-Low-C-Low-O-High,1,introverted
E-Low-N-High-A-Low-C-Low-O-High,2,reserved
E-Low-N-High-A-Low-C-Low-O-High,3,anxious
E-Low-N-High-A-Low-C-Low-O-High,4,dysregulated
E-Low-N-High-A-Low-C-Low-O-High,5,rebellious
E-Low-N-High-A-Low-C-Low-O-High,6,creative
E-Low-N-High-A-Low-C-Low-O-High,7,intellectually
E-Low-N-High-A-Low-C-Low-O-High,8,disorganized
E-Low-N-High-A-Low-C-Low-O-High,9,self-destructive
E-Low-N-High-A-Low-C-Low-O-High,10,introspective
E-High-N-High-A-High-C-Low-O-Low,1,volatile
E-High-N-High-A-High-C-Low-O-Low,2,impulsive
E-High-N-High-A-High-C-Low-O-Low,3,dramatic
E-High-N-High-A-High-C-Low-O-Low,4,unpredictable
E-High-N-High-A-High-C-Low-O-Low,5,rebellious
E-High-N-High-A-High-C-Low-O-Low,6,emotional
E-High-N-High-A-High-C-Low-O-Low,7,frivolous
E-High-N-High-A-High-C-Low-O-Low,8,chaotic
E-High-N-High-A-High-C-Low-O-Low,9,passionate
E-High-N-High-A-High-C-Low-O-Low,10,turbulent
E-High-N-Low-A-High-C-High-O-High,1,vibrant
E-High-N-Low-A-High-C-High-O-High,2,charismatic
E-High-N-Low-A-High-C-High-O-High,3,adventurous
E-High-N-Low-A-High-C-High-O-High,4,enthusiastic
E-High-N-Low-A-High-C-High-O-High,5,confident
E-High-N-Low-A-High-C-High-O-High,6,affable
E-High-N-Low-A-High-C-High-O-High,7,imaginative
E-High-N-Low-A-High-C-High-O-High,8,resilient
E-High-N-Low-A-High-C-High-O-High,9,lively
E-High-N-Low-A-High-C-High-O-High,10,dynamic
E-High-N-Low-A-Low-C-High-O-High,1,charismatic
E-High-N-Low-A-Low-C-High-O-High,2,vibrant
E-High-N-Low-A-Low-C-High-O-High,3,adventurous
E-High-N-Low-A-Low-C-High-O-High,4,confident
E-High-N-Low-A-Low-C-High-O-High,5,lively
E-High-N-Low-A-Low-C-High-O-High,6,assertive
E-High-N-Low-A-Low-C-High-O-High,7,imaginative
E-High-N-Low-A-Low-C-High-O-High,8,enthusiastic
E-High-N-Low-A-Low-C-High-O-High,9,unpredictable
E-High-N-Low-A-Low-C-High-O-High,10,dynamic
E-High-N-Low-A-Low-C-Low-O-High,1,vibrant
E-High-N-Low-A-Low-C-Low-O-High,2,adventurous
E-High-N-Low-A-Low-C-Low-O-High,3,charismatic
E-High-N-Low-A-Low-C-Low-O-High,4,expressive
E-High-N-Low-A-Low-C-Low-O-High,5,confident
E-High-N-Low-A-Low-C-Low-O-High,6,impulsive
E-High-N-Low-A-Low-C-Low-O-High,7,artistic
E-High-N-Low-A-Low-C-Low-O-High,8,enthusiastic
E-High-N-Low-A-Low-C-Low-O-High,9,unpredictable
E-High-N-Low-A-Low-C-Low-O-High,10,authentic
E-High-N-High-A-High-C-High-O-High,1,vibrant
E-High-N-High-A-High-C-High-O-High,2,charismatic
E-High-N-High-A-High-C-High-O-High,3,adventurous
E-High-N-High-A-High-C-High-O-High,4,expressive
E-High-N-High-A-High-C-High-O-High,5,social
E-High-N-High-A-High-C-High-O-High,6,enthusiastic
E-High-N-High-A-High-C-High-O-High,7,impulsive
E-High-N-High-A-High-C-High-O-High,8,dramatic
E-High-N-High-A-High-C-High-O-High,9,artistic
E-High-N-High-A-High-C-High-O-High,10,unpredictable
E-Low-N-High-A-High-C-High-O-Low,1,reserved
E-Low-N-High-A-High-C-High-O-Low,2,anxious
E-Low-N-High-A-High-C-High-O-Low,3,cautious
E-Low-N-High-A-High-C-High-O-Low,4,perfectionistic
E-Low-N-High-A-High-C-High-O-Low,5,hypersensitive
E-Low-N-High-A-High-C-High-O-Low,6,self-effacing
E-Low-N-High-A-High-C-High-O-Low,7,overly
E-Low-N-High-A-High-C-High-O-Low,8,reactive
E-Low-N-High-A-High-C-High-O-Low,9,loyal
E-Low-N-High-A-High-C-High-O-Low,10,introspective
E-High-N-High-A-Low-C-Low-O-Low,1,charismatic
E-High-N-High-A-Low-C-Low-O-Low,2,unpredictable
E-High-N-High-A-Low-C-Low-O-Low,3,boisterous
E-High-N-High-A-Low-C-Low-O-Low,4,self-centered
E-High-N-High-A-Low-C-Low-O-Low,5,irritable
E-High-N-High-A-Low-C-Low-O-Low,6,rebellious
E-High-N-High-A-Low-C-Low-O-Low,7,volatile
E-High-N-High-A-Low-C-Low-O-Low,8,impetuous
E-High-N-High-A-Low-C-Low-O-Low,9,disorganized
E-High-N-High-A-Low-C-Low-O-Low,10,intense
E-High-N-Low-A-High-C-High-O-Low,1,outgoing
E-High-N-Low-A-High-C-High-O-Low,2,energetic
E-High-N-Low-A-High-C-High-O-Low,3,assertive
E-High-N-Low-A-High-C-High-O-Low,4,affable
E-High-N-Low-A-High-C-High-O-Low,5,resilient
E-High-N-Low-A-High-C-High-O-Low,6,traditional
E-High-N-Low-A-High-C-High-O-Low,7,reliable
E-High-N-Low-A-High-C-High-O-Low,8,sociable
E-High-N-Low-A-High-C-High-O-Low,9,enthusiastic
E-High-N-Low-A-High-C-High-O-Low,10,confident
E-Low-N-High-A-High-C-Low-O-Low,1,reserved
E-Low-N-High-A-High-C-Low-O-Low,2,anxious
E-Low-N-High-A-High-C-Low-O-Low,3,depressive
E-Low-N-High-A-High-C-Low-O-Low,4,cautious
E-Low-N-High-A-High-C-Low-O-Low,5,self-doubting
E-Low-N-High-A-High-C-Low-O-Low,6,overly
E-Low-N-High-A-High-C-Low-O-Low,7,melancholic
E-Low-N-High-A-High-C-Low-O-Low,8,impulsive
E-Low-N-High-A-High-C-Low-O-Low,9,disorganized
E-Low-N-High-A-High-C-Low-O-Low,10,vulnerable
E-High-N-Low-A-High-C-Low-O-High,1,vibrant
E-High-N-Low-A-High-C-Low-O-High,2,charismatic
E-High-N-Low-A-High-C-Low-O-High,3,adventurous
E-High-N-Low-A-High-C-Low-O-High,4,affable
E-High-N-Low-A-High-C-Low-O-High,5,effervescent
E-High-N-Low-A-High-C-Low-O-High,6,unpredictable
E-High-N-Low-A-High-C-Low-O-High,7,imaginative
E-High-N-Low-A-High-C-Low-O-High,8,enthusiastic
E-High-N-Low-A-High-C-Low-O-High,9,social
E-High-N-Low-A-High-C-Low-O-High,10,unbridled
E-Low-N-High-A-Low-C-High-O-Low,1,reserved
E-Low-N-High-A-Low-C-High-O-Low,2,analytical
E-Low-N-High-A-Low-C-High-O-Low,3,perfectionistic
E-Low-N-High-A-Low-C-High-O-Low,4,introspective
E-Low-N-High-A-Low-C-High-O-Low,5,cautious
E-Low-N-High-A-Low-C-High-O-Low,6,competitive
E-Low-N-High-A-Low-C-High-O-Low,7,skeptical
E-Low-N-High-A-Low-C-High-O-Low,8,traditional
E-Low-N-High-A-Low-C-High-O-Low,9,pragmatic
E-Low-N-High-A-Low-C-High-O-Low,10,intense
E-Low-N-Low-A-High-C-High-O-High,1,refined
E-Low-N-Low-A-High-C-High-O-High,2,introspective
E-Low-N-Low-A-High-C-High-O-High,3,compassionate
E-Low-N-Low-A-High-C-High-O-High,4,disciplined
E-Low-N-Low-A-High-C-High-O-High,5,creative
E-Low-N-Low-A-High-C-High-O-High,6,sincere
E-Low-N-Low-A-High-C-High-O-High,7,patient
E-Low-N-Low-A-High-C-High-O-High,8,empathetic
E-Low-N-Low-A-High-C-High-O-High,9,pragmatic
E-Low-N-Low-A-High-C-High-O-High,10,enlightened
E-Low-N-High-A-Low-C-High-O-High,1,introspective
E-Low-N-High-A-Low-C-High-O-High,2,anxious
E-Low-N-High-A-Low-C-High-O-High,3,reserve
E-Low-N-High-A-Low-C-High-O-High,4,perfectionistic
E-Low-N-High-A-Low-C-High-O-High,5,intellectually
E-Low-N-High-A-Low-C-High-O-High,6,creative
E-Low-N-High-A-Low-C-High-O-High,7,cautious
E-Low-N-High-A-Low-C-High-O-High,8,competitive
E-Low-N-High-A-Low-C-High-O-High,9,self-critical
E-Low-N-High-A-Low-C-High-O-High,10,emotionally
E-High-N-Low-A-Low-C-Low-O-Low,1,charismatic
E-High-N-Low-A-Low-C-Low-O-Low,2,effervescent
E-High-N-Low-A-Low-C-Low-O-Low,3,assertive
E-High-N-Low-A-Low-C-Low-O-Low,4,boisterous
E-High-N-Low-A-Low-C-Low-O-Low,5,impulsive
E-High-N-Low-A-Low-C-Low-O-Low,6,confident
E-High-N-Low-A-Low-C-Low-O-Low,7,reckless
E-High-N-Low-A-Low-C-Low-O-Low,8,blunt
E-High-N-Low-A-Low-C-Low-O-Low,9,competitive
E-High-N-Low-A-Low-C-Low-O-Low,10,unpredictable
E-Low-N-Low-A-Low-C-Low-O-Low,1,reserved
E-Low-N-Low-A-Low-C-Low-O-Low,2,cautious
E-Low-N-Low-A-Low-C-Low-O-Low,3,impulsive
E-Low-N-Low-A-Low-C-Low-O-Low,4,traditional
E-Low-N-Low-A-Low-C-Low-O-Low,5,conservative
E-Low-N-Low-A-Low-C-Low-O-Low,6,skeptical
E-Low-N-Low-A-Low-C-Low-O-Low,7,competitive
E-Low-N-Low-A-Low-C-Low-O-Low,8,disorganized
E-Low-N-Low-A-Low-C-Low-O-Low,9,emotionally
E-Low-N-Low-A-Low-C-Low-O-Low,10,pragmatic
E-Low-N-Low-A-High-C-High-O-Low,1,reserved
E-Low-N-Low-A-High-C-High-O-Low,2,cautious
E-Low-N-Low-A-High-C-High-O-Low,3,calm
E-Low-N-Low-A-High-C-High-O-Low,4,even-tempered
E-Low-N-Low-A-High-C-High-O-Low,5,warm
E-Low-N-Low-A-High-C-High-O-Low,6,cooperative
E-Low-N-Low-A-High-C-High-O-Low,7,reliable
E-Low-N-Low-A-High-C-High-O-Low,8,hardworking
E-Low-N-Low-A-High-C-High-O-Low,9,traditional
E-Low-N-Low-A-High-C-High-O-Low,10,disciplined
E-Low-N-Low-A-Low-C-High-O-High,1,rational
E-Low-N-Low-A-Low-C-High-O-High,2,disciplined
E-Low-N-Low-A-Low-C-High-O-High,3,perceptive
E-Low-N-Low-A-Low-C-High-O-High,4,analytical
E-Low-N-Low-A-Low-C-High-O-High,5,resilient
E-Low-N-Low-A-Low-C-High-O-High,6,independent
E-Low-N-Low-A-Low-C-High-O-High,7,cerebral
E-Low-N-Low-A-Low-C-High-O-High,8,pragmatic
E-Low-N-Low-A-Low-C-High-O-High,9,innovative
E-Low-N-Low-A-Low-C-High-O-High,10,reflective
E-High-N-Low-A-High-C-Low-O-Low,1,effervescent
E-High-N-Low-A-High-C-Low-O-Low,2,charismatic
E-High-N-Low-A-High-C-Low-O-Low,3,outgoing
E-High-N-Low-A-High-C-Low-O-Low,4,enthusiastic
E-High-N-Low-A-High-C-Low-O-Low,5,assertive
E-High-N-Low-A-High-C-Low-O-Low,6,spontaneous
E-High-N-Low-A-High-C-Low-O-Low,7,warm-hearted
E-High-N-Low-A-High-C-Low-O-Low,8,sociable
E-High-N-Low-A-High-C-Low-O-Low,9,adventurous
E-High-N-Low-A-High-C-Low-O-Low,10,lively
E-High-N-High-A-Low-C-High-O-Low,1,voluble
E-High-N-High-A-Low-C-High-O-Low,2,energetic
E-High-N-High-A-Low-C-High-O-Low,3,assertive
E-High-N-High-A-Low-C-High-O-Low,4,impulsive
E-High-N-High-A-Low-C-High-O-Low,5,intense
E-High-N-High-A-Low-C-High-O-Low,6,competitive
E-High-N-High-A-Low-C-High-O-Low,7,skeptical
E-High-N-High-A-Low-C-High-O-Low,8,reckless
E-High-N-High-A-Low-C-High-O-Low,9,fractious
E-High-N-High-A-Low-C-High-O-Low,10,high-strung
E-Low-N-Low-A-High-C-Low-O-Low,1,reserved
E-Low-N-Low-A-High-C-Low-O-Low,2,cautious
E-Low-N-Low-A-High-C-Low-O-Low,3,impulsive
E-Low-N-Low-A-High-C-Low-O-Low,4,traditional
E-Low-N-Low-A-High-C-Low-O-Low,5,disorganized
E-Low-N-Low-A-High-C-Low-O-Low,6,indecisive
E-Low-N-Low-A-High-C-Low-O-Low,7,perfectionistic
E-Low-N-Low-A-High-C-Low-O-Low,8,overly
E-Low-N-Low-A-High-C-Low-O-Low,9,lacking
E-Low-N-Low-A-High-C-Low-O-Low,10,sensitive
E-High-N-High-A-High-C-Low-O-High,1,charismatic
E-High-N-High-A-High-C-Low-O-High,2,energetic
E-High-N-High-A-High-C-Low-O-High,3,talkative
E-High-N-High-A-High-C-Low-O-High,4,social
E-High-N-High-A-High-C-Low-O-High,5,adventurous
E-High-N-High-A-High-C-Low-O-High,6,expressive
E-High-N-High-A-High-C-Low-O-High,7,spontaneous
E-High-N-High-A-High-C-Low-O-High,8,empathetic
E-High-N-High-A-High-C-Low-O-High,9,idealistic
E-High-N-High-A-High-C-Low-O-High,10,unpredictable
E-High-N-High-A-Low-C-High-O-High,1,eccentric
E-High-N-High-A-Low-C-High-O-High,2,charismatic
E-High-N-High-A-Low-C-High-O-High,3,vibrant
E-High-N-High-A-Low-C-High-O-High,4,rebellious
E-High-N-High-A-Low-C-High-O-High,5,mercurial
E-High-N-High-A-Low-C-High-O-High,6,unpredictable
E-High-N-High-A-Low-C-High-O-High,7,volatile
E-High-N-High-A-Low-C-High-O-High,8,daring
E-High-N-High-A-Low-C-High-O-High,9,unbridled
E-High-N-High-A-Low-C-High-O-High,10,intense
E-Low-N-High-A-Low-C-Low-O-Low,1,introverted
E-Low-N-High-A-Low-C-Low-O-Low,2,resigned
E-Low-N-High-A-Low-C-Low-O-Low,3,anxious
E-Low-N-High-A-Low-C-Low-O-Low,4,dissatisfied
E-Low-N-High-A-Low-C-Low-O-Low,5,defensive
E-Low-N-High-A-Low-C-Low-O-Low,6,pessimistic
E-Low-N-High-A-Low-C-Low-O-Low,7,overly
E-Low-N-High-A-Low-C-Low-O-Low,8,indecisive
E-Low-N-High-A-Low-C-Low-O-Low,9,rebellious
E-Low-N-High-A-Low-C-Low-O-Low,10,melancholic
E-Low-N-Low-A-High-C-Low-O-High,1,reserved
E-Low-N-Low-A-High-C-Low-O-High,2,reflective
E-Low-N-Low-A-High-C-Low-O-High,3,empathetic
E-Low-N-Low-A-High-C-Low-O-High,4,creative
E-Low-N-Low-A-High-C-Low-O-High,5,imaginative
E-Low-N-Low-A-High-C-Low-O-High,6,open-minded
E-Low-N-Low-A-High-C-Low-O-High,7,warm
E-Low-N-Low-A-High-C-Low-O-High,8,thoughtful
E-Low-N-Low-A-High-C-Low-O-High,9,artistic
E-Low-N-Low-A-High-C-Low-O-High,10,dreamy
E-Low-N-Low-A-Low-C-Low-O-High,1,intriguing
E-Low-N-Low-A-Low-C-Low-O-High,2,perceptive
E-Low-N-Low-A-Low-C-Low-O-High,3,enigmatic
E-Low-N-Low-A-Low-C-Low-O-High,4,independent
E-Low-N-Low-A-Low-C-Low-O-High,5,creative
E-Low-N-Low-A-Low-C-Low-O-High,6,introspective
E-Low-N-Low-A-Low-C-Low-O-High,7,unconventional
E-Low-N-Low-A-Low-C-Low-O-High,8,skeptical
E-Low-N-Low-A-Low-C-Low-O-High,9,imaginative
E-Low-N-Low-A-Low-C-Low-O-High,10,unpredictable
E-High-N-Low-A-Low-C-High-O-Low,1,assertive
E-High-N-Low-A-Low-C-High-O-Low,2,energetic
E-High-N-Low-A-Low-C-High-O-Low,3,outgoing
E-High-N-Low-A-Low-C-High-O-Low,4,talkative
E-High-N-Low-A-Low-C-High-O-Low,5,confident
E-High-N-Low-A-Low-C-High-O-Low,6,competitive
E-High-N-Low-A-Low-C-High-O-Low,7,traditional
E-High-N-Low-A-Low-C-High-O-Low,8,disciplined
E-High-N-Low-A-Low-C-High-O-Low,9,assertive
E-High-N-Low-A-Low-C-High-O-Low,10,ambitious
