Label,Num,Adjectives,Synonyms
M-Low-N-Low-P-Low,9,mindful,"['aware', 'mindful']"
M-Low-N-Low-P-Low,10,sincere,"['solemn', 'earnest', 'sincere']"
M-High-N-Low-P-High,1,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High-N-Low-P-High,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-High,3,enigmatic,"['enigmatical', 'puzzling', 'oracular', 'enigmatic']"
M-High-N-Low-P-High,4,adaptable,['adaptable']
M-High-N-Low-P-High,5,acalculating,[]
M-High-N-Low-P-High,6,unflappable,"['imperturbable', 'unflappable']"
M-High-N-Low-P-High,7,strategic,"['strategical', 'strategic']"
M-High-N-Low-P-High,8,evasive,['evasive']
M-High-N-Low-P-High,9,impulsive,"['driving', 'impulsive', 'unprompted']"
M-High-N-Low-P-High,10,shadowy,"['dim', 'shadowy', 'shady', 'shadowed', 'umbrageous']"
