Label,Num,Adjectives
E-High-N-Low-A-High-C-High-O-High,9,empathetic
E-High-N-Low-A-High-C-High-O-High,10,creative
E-High-N-Low-A-High-C-High-O-High,11,radiant
E-High-N-Low-A-High-C-High-O-High,12,energetic
E-High-N-Low-A-High-C-High-O-High,13,enthusiastic
E-High-N-Low-A-High-C-High-O-High,14,assertive
E-High-N-Low-A-High-C-High-O-High,15,dynamic
E-High-N-Low-A-High-C-High-O-High,16,lively
E-High-N-Low-A-High-C-High-O-High,17,calm
E-High-N-Low-A-High-C-High-O-High,18,even-tempered
E-High-N-Low-A-High-C-High-O-High,19,empathetic
E-High-N-Low-A-High-C-High-O-High,20,creative
E-Low-N-High-A-High-C-Low-O-Low,1,reserved
E-Low-N-High-A-High-C-Low-O-Low,2,reflective
E-Low-N-High-A-High-C-Low-O-Low,3,considerate
E-Low-N-High-A-High-C-Low-O-Low,4,emotionally
E-Low-N-High-A-High-C-Low-O-Low,5,calm
E-Low-N-High-A-High-C-Low-O-Low,6,empathetic
E-Low-N-High-A-High-C-Low-O-Low,7,cooperative
E-Low-N-High-A-High-C-Low-O-Low,8,pragmatic
E-Low-N-High-A-High-C-Low-O-Low,9,conservative
E-Low-N-High-A-High-C-Low-O-Low,10,familiarity-seeking
E-Low-N-High-A-High-C-Low-O-Low,11,reserved
E-Low-N-High-A-High-C-Low-O-Low,12,reflective
E-Low-N-High-A-High-C-Low-O-Low,13,considerate
E-Low-N-High-A-High-C-Low-O-Low,14,emotionally
E-Low-N-High-A-High-C-Low-O-Low,15,calm
E-Low-N-High-A-High-C-Low-O-Low,16,empathetic
E-Low-N-High-A-High-C-Low-O-Low,17,cooperative
E-Low-N-High-A-High-C-Low-O-Low,18,pragmatic
E-Low-N-High-A-High-C-Low-O-Low,19,conservative
E-Low-N-High-A-High-C-Low-O-Low,20,familiarity-seeking
E-Low-N-High-A-High-C-High-O-Low,1,reflective
E-Low-N-High-A-High-C-High-O-Low,2,reserved
E-Low-N-High-A-High-C-High-O-Low,3,cautious
E-Low-N-High-A-High-C-High-O-Low,4,considerate
E-Low-N-High-A-High-C-High-O-Low,5,cooperative
E-Low-N-High-A-High-C-High-O-Low,6,empathetic
E-Low-N-High-A-High-C-High-O-Low,7,dependable
E-Low-N-High-A-High-C-High-O-Low,8,diligent
E-Low-N-High-A-High-C-High-O-Low,9,traditional
E-Low-N-High-A-High-C-High-O-Low,10,prudent
E-Low-N-High-A-High-C-High-O-Low,11,reflective
E-Low-N-High-A-High-C-High-O-Low,12,reserved
E-Low-N-High-A-High-C-High-O-Low,13,cautious
E-Low-N-High-A-High-C-High-O-Low,14,considerate
E-Low-N-High-A-High-C-High-O-Low,15,cooperative
E-Low-N-High-A-High-C-High-O-Low,16,empathetic
E-Low-N-High-A-High-C-High-O-Low,17,dependable
E-Low-N-High-A-High-C-High-O-Low,18,diligent
E-Low-N-High-A-High-C-High-O-Low,19,traditional
E-Low-N-High-A-High-C-High-O-Low,20,prudent
E-High-N-High-A-High-C-High-O-High,1,radiant
E-High-N-High-A-High-C-High-O-High,2,invigorating
E-High-N-High-A-High-C-High-O-High,3,charismatic
E-High-N-High-A-High-C-High-O-High,4,determined
E-High-N-High-A-High-C-High-O-High,5,lively
E-High-N-High-A-High-C-High-O-High,6,energetic
E-High-N-High-A-High-C-High-O-High,7,assertive
E-High-N-High-A-High-C-High-O-High,8,adaptable
E-High-N-High-A-High-C-High-O-High,9,inquisitive
E-High-N-High-A-High-C-High-O-High,10,sympathetic
E-High-N-High-A-High-C-High-O-High,11,radiant
E-High-N-High-A-High-C-High-O-High,12,invigorating
E-High-N-High-A-High-C-High-O-High,13,charismatic
E-High-N-High-A-High-C-High-O-High,14,determined
E-High-N-High-A-High-C-High-O-High,15,lively
E-High-N-High-A-High-C-High-O-High,16,energetic
E-High-N-High-A-High-C-High-O-High,17,assertive
E-High-N-High-A-High-C-High-O-High,18,adaptable
E-High-N-High-A-High-C-High-O-High,19,inquisitive
E-High-N-High-A-High-C-High-O-High,20,sympathetic
E-Low-N-Low-A-Low-C-High-O-Low,1,reserved
E-Low-N-Low-A-Low-C-High-O-Low,2,serene
E-Low-N-Low-A-Low-C-High-O-Low,3,reflective
E-Low-N-Low-A-Low-C-High-O-Low,4,determined
E-Low-N-Low-A-Low-C-High-O-Low,5,practical
E-Low-N-Low-A-Low-C-High-O-Low,6,consistent
E-Low-N-Low-A-Low-C-High-O-Low,7,self-assured
E-Low-N-Low-A-Low-C-High-O-Low,8,efficient
E-Low-N-Low-A-Low-C-High-O-Low,9,resilient
E-Low-N-Low-A-Low-C-High-O-Low,10,disciplined
E-Low-N-Low-A-Low-C-High-O-Low,11,reserved
E-Low-N-Low-A-Low-C-High-O-Low,12,serene
E-Low-N-Low-A-Low-C-High-O-Low,13,reflective
E-Low-N-Low-A-Low-C-High-O-Low,14,determined
E-Low-N-Low-A-Low-C-High-O-Low,15,practical
E-Low-N-Low-A-Low-C-High-O-Low,16,consistent
E-Low-N-Low-A-Low-C-High-O-Low,17,self-assured
E-Low-N-Low-A-Low-C-High-O-Low,18,efficient
E-Low-N-Low-A-Low-C-High-O-Low,19,resilient
E-Low-N-Low-A-Low-C-High-O-Low,20,disciplined
E-High-N-Low-A-High-C-High-O-Low,1,outgoing
E-High-N-Low-A-High-C-High-O-Low,2,energetic
E-High-N-Low-A-High-C-High-O-Low,3,assertive
E-High-N-Low-A-High-C-High-O-Low,4,even-tempered
E-High-N-Low-A-High-C-High-O-Low,5,empathetic
E-High-N-Low-A-High-C-High-O-Low,6,cooperative
E-High-N-Low-A-High-C-High-O-Low,7,disciplined
E-High-N-Low-A-High-C-High-O-Low,8,conservative
E-High-N-Low-A-High-C-High-O-Low,9,warmhearted
E-High-N-Low-A-High-C-High-O-Low,10,reliable
E-High-N-Low-A-High-C-High-O-Low,11,outgoing
E-High-N-Low-A-High-C-High-O-Low,12,energetic
E-High-N-Low-A-High-C-High-O-Low,13,assertive
E-High-N-Low-A-High-C-High-O-Low,14,even-tempered
E-High-N-Low-A-High-C-High-O-Low,15,empathetic
E-High-N-Low-A-High-C-High-O-Low,16,cooperative
E-High-N-Low-A-High-C-High-O-Low,17,disciplined
E-High-N-Low-A-High-C-High-O-Low,18,conservative
E-High-N-Low-A-High-C-High-O-Low,19,warmhearted
E-High-N-Low-A-High-C-High-O-Low,20,reliable
E-High-N-Low-A-High-C-Low-O-Low,1,radiant
E-High-N-Low-A-High-C-Low-O-Low,2,invigorating
E-High-N-Low-A-High-C-Low-O-Low,3,enthusiastic
E-High-N-Low-A-High-C-Low-O-Low,4,lively
E-High-N-Low-A-High-C-Low-O-Low,5,outgoing
E-High-N-Low-A-High-C-Low-O-Low,6,socially
E-High-N-Low-A-High-C-Low-O-Low,7,warmhearted
E-High-N-Low-A-High-C-Low-O-Low,8,considerate
E-High-N-Low-A-High-C-Low-O-Low,9,adventurous
E-High-N-Low-A-High-C-Low-O-Low,10,traditionalist
E-High-N-Low-A-High-C-Low-O-Low,11,radiant
E-High-N-Low-A-High-C-Low-O-Low,12,invigorating
E-High-N-Low-A-High-C-Low-O-Low,13,enthusiastic
E-High-N-Low-A-High-C-Low-O-Low,14,lively
E-High-N-Low-A-High-C-Low-O-Low,15,outgoing
E-High-N-Low-A-High-C-Low-O-Low,16,socially
E-High-N-Low-A-High-C-Low-O-Low,17,warmhearted
E-High-N-Low-A-High-C-Low-O-Low,18,considerate
E-High-N-Low-A-High-C-Low-O-Low,19,adventurous
E-High-N-Low-A-High-C-Low-O-Low,20,traditionalist
E-High-N-High-A-Low-C-Low-O-High,1,energetic
E-High-N-High-A-Low-C-Low-O-High,2,determined
E-High-N-High-A-Low-C-Low-O-High,3,aggressive
E-High-N-High-A-Low-C-Low-O-High,4,impulsive
E-High-N-High-A-Low-C-Low-O-High,5,curious
E-High-N-High-A-Low-C-Low-O-High,6,bold
E-High-N-High-A-Low-C-Low-O-High,7,adventurous
E-High-N-High-A-Low-C-Low-O-High,8,irreverent
E-High-N-High-A-Low-C-Low-O-High,9,innovative
E-High-N-High-A-Low-C-Low-O-High,10,atheoretical
E-High-N-High-A-Low-C-Low-O-High,11,energetic
E-High-N-High-A-Low-C-Low-O-High,12,determined
E-High-N-High-A-Low-C-Low-O-High,13,aggressive
E-High-N-High-A-Low-C-Low-O-High,14,impulsive
E-High-N-High-A-Low-C-Low-O-High,15,curious
E-High-N-High-A-Low-C-Low-O-High,16,bold
E-High-N-High-A-Low-C-Low-O-High,17,adventurous
E-High-N-High-A-Low-C-Low-O-High,18,irreverent
E-High-N-High-A-Low-C-Low-O-High,19,innovative
E-High-N-High-A-Low-C-Low-O-High,20,atheoretical
E-High-N-High-A-High-C-Low-O-Low,1,energetic
E-High-N-High-A-High-C-Low-O-Low,2,excitable
E-High-N-High-A-High-C-Low-O-Low,3,outgoing
E-High-N-High-A-High-C-Low-O-Low,4,talkative
E-High-N-High-A-High-C-Low-O-Low,5,risk-taking
E-High-N-High-A-High-C-Low-O-Low,6,impulsive
E-High-N-High-A-High-C-Low-O-Low,7,impatient
E-High-N-High-A-High-C-Low-O-Low,8,emotional
E-High-N-High-A-High-C-Low-O-Low,9,sociable
E-High-N-High-A-High-C-Low-O-Low,10,warmhearted
E-High-N-High-A-High-C-Low-O-Low,11,energetic
E-High-N-High-A-High-C-Low-O-Low,12,excitable
E-High-N-High-A-High-C-Low-O-Low,13,outgoing
E-High-N-High-A-High-C-Low-O-Low,14,talkative
E-High-N-High-A-High-C-Low-O-Low,15,risk-taking
E-High-N-High-A-High-C-Low-O-Low,16,impulsive
E-High-N-High-A-High-C-Low-O-Low,17,impatient
E-High-N-High-A-High-C-Low-O-Low,18,emotional
E-High-N-High-A-High-C-Low-O-Low,19,sociable
E-High-N-High-A-High-C-Low-O-Low,20,warmhearted
E-Low-N-Low-A-High-C-Low-O-Low,1,calm
E-Low-N-Low-A-High-C-Low-O-Low,2,reflective
E-Low-N-Low-A-High-C-Low-O-Low,3,thoughtful
E-Low-N-Low-A-High-C-Low-O-Low,4,peaceful
E-Low-N-Low-A-High-C-Low-O-Low,5,reserved
E-Low-N-Low-A-High-C-Low-O-Low,6,considerate
E-Low-N-Low-A-High-C-Low-O-Low,7,cooperative
E-Low-N-Low-A-High-C-Low-O-Low,8,empathetic
E-Low-N-Low-A-High-C-Low-O-Low,9,trustworthy
E-Low-N-Low-A-High-C-Low-O-Low,10,mellow
E-Low-N-Low-A-High-C-Low-O-Low,11,calm
E-Low-N-Low-A-High-C-Low-O-Low,12,reflective
E-Low-N-Low-A-High-C-Low-O-Low,13,thoughtful
E-Low-N-Low-A-High-C-Low-O-Low,14,peaceful
E-Low-N-Low-A-High-C-Low-O-Low,15,reserved
E-Low-N-Low-A-High-C-Low-O-Low,16,considerate
E-Low-N-Low-A-High-C-Low-O-Low,17,cooperative
E-Low-N-Low-A-High-C-Low-O-Low,18,empathetic
E-Low-N-Low-A-High-C-Low-O-Low,19,trustworthy
E-Low-N-Low-A-High-C-Low-O-Low,20,mellow
E-Low-N-Low-A-Low-C-High-O-High,1,reserved
E-Low-N-Low-A-Low-C-High-O-High,2,cautious
E-Low-N-Low-A-Low-C-High-O-High,3,reflective
E-Low-N-Low-A-Low-C-High-O-High,4,independent
E-Low-N-Low-A-Low-C-High-O-High,5,analytical
E-Low-N-Low-A-Low-C-High-O-High,6,self-reliant
E-Low-N-Low-A-Low-C-High-O-High,7,disciplined
E-Low-N-Low-A-Low-C-High-O-High,8,curious
E-Low-N-Low-A-Low-C-High-O-High,9,creative
E-Low-N-Low-A-Low-C-High-O-High,10,efficient
E-Low-N-Low-A-Low-C-High-O-High,11,reserved
E-Low-N-Low-A-Low-C-High-O-High,12,cautious
E-Low-N-Low-A-Low-C-High-O-High,13,reflective
E-Low-N-Low-A-Low-C-High-O-High,14,independent
E-Low-N-Low-A-Low-C-High-O-High,15,analytical
E-Low-N-Low-A-Low-C-High-O-High,16,self-reliant
E-Low-N-Low-A-Low-C-High-O-High,17,disciplined
E-Low-N-Low-A-Low-C-High-O-High,18,curious
E-Low-N-Low-A-Low-C-High-O-High,19,creative
E-Low-N-Low-A-Low-C-High-O-High,20,efficient
E-Low-N-Low-A-High-C-High-O-High,1,mellow
E-Low-N-Low-A-High-C-High-O-High,2,calm
E-Low-N-Low-A-High-C-High-O-High,3,reserved
E-Low-N-Low-A-High-C-High-O-High,4,reflective
E-Low-N-Low-A-High-C-High-O-High,5,emotionally
E-Low-N-Low-A-High-C-High-O-High,6,patient
E-Low-N-Low-A-High-C-High-O-High,7,compassionate
E-Low-N-Low-A-High-C-High-O-High,8,introspective
E-Low-N-Low-A-High-C-High-O-High,9,thoughtful
E-Low-N-Low-A-High-C-High-O-High,10,creative
E-Low-N-Low-A-High-C-High-O-High,11,mellow
E-Low-N-Low-A-High-C-High-O-High,12,calm
E-Low-N-Low-A-High-C-High-O-High,13,reserved
E-Low-N-Low-A-High-C-High-O-High,14,reflective
E-Low-N-Low-A-High-C-High-O-High,15,emotionally
E-Low-N-Low-A-High-C-High-O-High,16,patient
E-Low-N-Low-A-High-C-High-O-High,17,compassionate
E-Low-N-Low-A-High-C-High-O-High,18,introspective
E-Low-N-Low-A-High-C-High-O-High,19,thoughtful
E-Low-N-Low-A-High-C-High-O-High,20,creative
E-High-N-High-A-Low-C-High-O-Low,1,energetic
E-High-N-High-A-Low-C-High-O-Low,2,excitable
E-High-N-High-A-Low-C-High-O-Low,3,assertive
E-High-N-High-A-Low-C-High-O-Low,4,risk-taking
E-High-N-High-A-Low-C-High-O-Low,5,reactive
E-High-N-High-A-Low-C-High-O-Low,6,competitive
E-High-N-High-A-Low-C-High-O-Low,7,skeptical
E-High-N-High-A-Low-C-High-O-Low,8,reliable
E-High-N-High-A-Low-C-High-O-Low,9,efficient
E-High-N-High-A-Low-C-High-O-Low,10,traditional
E-High-N-High-A-Low-C-High-O-Low,11,energetic
E-High-N-High-A-Low-C-High-O-Low,12,excitable
E-High-N-High-A-Low-C-High-O-Low,13,assertive
E-High-N-High-A-Low-C-High-O-Low,14,risk-taking
E-High-N-High-A-Low-C-High-O-Low,15,reactive
E-High-N-High-A-Low-C-High-O-Low,16,competitive
E-High-N-High-A-Low-C-High-O-Low,17,skeptical
E-High-N-High-A-Low-C-High-O-Low,18,reliable
E-High-N-High-A-Low-C-High-O-Low,19,efficient
E-High-N-High-A-Low-C-High-O-Low,20,traditional
E-High-N-High-A-Low-C-Low-O-Low,1,energetic
E-High-N-High-A-Low-C-Low-O-Low,2,assertive
E-High-N-High-A-Low-C-Low-O-Low,3,aggressive
E-High-N-High-A-Low-C-Low-O-Low,4,competitive
E-High-N-High-A-Low-C-Low-O-Low,5,impulsive
E-High-N-High-A-Low-C-Low-O-Low,6,reckless
E-High-N-High-A-Low-C-Low-O-Low,7,disorganized
E-High-N-High-A-Low-C-Low-O-Low,8,skeptical
E-High-N-High-A-Low-C-Low-O-Low,9,traditionalist
E-High-N-High-A-Low-C-Low-O-Low,10,pragmatic
E-High-N-High-A-Low-C-Low-O-Low,11,energetic
E-High-N-High-A-Low-C-Low-O-Low,12,assertive
E-High-N-High-A-Low-C-Low-O-Low,13,aggressive
E-High-N-High-A-Low-C-Low-O-Low,14,competitive
E-High-N-High-A-Low-C-Low-O-Low,15,impulsive
E-High-N-High-A-Low-C-Low-O-Low,16,reckless
E-High-N-High-A-Low-C-Low-O-Low,17,disorganized
E-High-N-High-A-Low-C-Low-O-Low,18,skeptical
E-High-N-High-A-Low-C-Low-O-Low,19,traditionalist
E-High-N-High-A-Low-C-Low-O-Low,20,pragmatic
E-High-N-High-A-High-C-Low-O-High,1,radiant
E-High-N-High-A-High-C-Low-O-High,2,energetic
E-High-N-High-A-High-C-Low-O-High,3,outspoken
E-High-N-High-A-High-C-Low-O-High,4,charismatic
E-High-N-High-A-High-C-Low-O-High,5,impulsive
E-High-N-High-A-High-C-Low-O-High,6,adventurous
E-High-N-High-A-High-C-Low-O-High,7,empathetic
E-High-N-High-A-High-C-Low-O-High,8,curious
E-High-N-High-A-High-C-Low-O-High,9,caring
E-High-N-High-A-High-C-Low-O-High,10,elastic
E-High-N-High-A-High-C-Low-O-High,11,radiant
E-High-N-High-A-High-C-Low-O-High,12,energetic
E-High-N-High-A-High-C-Low-O-High,13,outspoken
E-High-N-High-A-High-C-Low-O-High,14,charismatic
E-High-N-High-A-High-C-Low-O-High,15,impulsive
E-High-N-High-A-High-C-Low-O-High,16,adventurous
E-High-N-High-A-High-C-Low-O-High,17,empathetic
E-High-N-High-A-High-C-Low-O-High,18,curious
E-High-N-High-A-High-C-Low-O-High,19,caring
E-High-N-High-A-High-C-Low-O-High,20,elastic
E-Low-N-High-A-Low-C-High-O-High,1,reserved
E-Low-N-High-A-Low-C-High-O-High,2,cautious
E-Low-N-High-A-Low-C-High-O-High,3,independent
E-Low-N-High-A-Low-C-High-O-High,4,analytical
E-Low-N-High-A-Low-C-High-O-High,5,persistent
E-Low-N-High-A-Low-C-High-O-High,6,self-reliant
E-Low-N-High-A-Low-C-High-O-High,7,practical
E-Low-N-High-A-Low-C-High-O-High,8,critical
E-Low-N-High-A-Low-C-High-O-High,9,introspective
E-Low-N-High-A-Low-C-High-O-High,10,resourceful
E-Low-N-High-A-Low-C-High-O-High,11,reserved
E-Low-N-High-A-Low-C-High-O-High,12,cautious
E-Low-N-High-A-Low-C-High-O-High,13,independent
E-Low-N-High-A-Low-C-High-O-High,14,analytical
E-Low-N-High-A-Low-C-High-O-High,15,persistent
E-Low-N-High-A-Low-C-High-O-High,16,self-reliant
E-Low-N-High-A-Low-C-High-O-High,17,practical
E-Low-N-High-A-Low-C-High-O-High,18,critical
E-Low-N-High-A-Low-C-High-O-High,19,introspective
E-Low-N-High-A-Low-C-High-O-High,20,resourceful
E-Low-N-Low-A-Low-C-Low-O-Low,1,reserved
E-Low-N-Low-A-Low-C-Low-O-Low,2,cautious
E-Low-N-Low-A-Low-C-Low-O-Low,3,independent
E-Low-N-Low-A-Low-C-Low-O-Low,4,determined
E-Low-N-Low-A-Low-C-Low-O-Low,5,conservative
E-Low-N-Low-A-Low-C-Low-O-Low,6,pensive
E-Low-N-Low-A-Low-C-Low-O-Low,7,resilient
E-Low-N-Low-A-Low-C-Low-O-Low,8,impatient
E-Low-N-Low-A-Low-C-Low-O-Low,9,traditional
E-Low-N-Low-A-Low-C-Low-O-Low,10,disciplined
E-Low-N-Low-A-Low-C-Low-O-Low,11,reserved
E-Low-N-Low-A-Low-C-Low-O-Low,12,cautious
E-Low-N-Low-A-Low-C-Low-O-Low,13,independent
E-Low-N-Low-A-Low-C-Low-O-Low,14,determined
E-Low-N-Low-A-Low-C-Low-O-Low,15,conservative
E-Low-N-Low-A-Low-C-Low-O-Low,16,pensive
E-Low-N-Low-A-Low-C-Low-O-Low,17,resilient
E-Low-N-Low-A-Low-C-Low-O-Low,18,impatient
E-Low-N-Low-A-Low-C-Low-O-Low,19,traditional
E-Low-N-Low-A-Low-C-Low-O-Low,20,disciplined
E-Low-N-High-A-Low-C-High-O-Low,1,reserved
E-Low-N-High-A-Low-C-High-O-Low,2,cautious
E-Low-N-High-A-Low-C-High-O-Low,3,reflective
E-Low-N-High-A-Low-C-High-O-Low,4,resilient
E-Low-N-High-A-Low-C-High-O-Low,5,punctual
E-Low-N-High-A-Low-C-High-O-Low,6,self-reliant
E-Low-N-High-A-Low-C-High-O-Low,7,efficient
E-Low-N-High-A-Low-C-High-O-Low,8,determined
E-Low-N-High-A-Low-C-High-O-Low,9,conservative
