Label,Num,Adjectives
E-Low-N-Low-A-Low-C-High-O-High,1,discerning
E-Low-N-Low-A-Low-C-High-O-High,2,reflective
E-Low-N-Low-A-Low-C-High-O-High,3,perceptive
E-Low-N-Low-A-Low-C-High-O-High,4,analytical
E-Low-N-Low-A-Low-C-High-O-High,5,resilient
E-Low-N-Low-A-Low-C-High-O-High,6,thoughtful
E-Low-N-Low-A-Low-C-High-O-High,7,introspective
E-Low-N-Low-A-Low-C-High-O-High,8,pragmatic
E-Low-N-Low-A-Low-C-High-O-High,9,enlightened
E-Low-N-Low-A-Low-C-High-O-High,10,methodical
E-High-N-High-A-High-C-High-O-High,1,vibrant
E-High-N-High-A-High-C-High-O-High,2,emotionally
E-High-N-High-A-High-C-High-O-High,3,charismatic
E-High-N-High-A-High-C-High-O-High,4,driven
E-High-N-High-A-High-C-High-O-High,5,innovative
E-High-N-High-A-High-C-High-O-High,6,adventurous
E-High-N-High-A-High-C-High-O-High,7,empathetic
E-High-N-High-A-High-C-High-O-High,8,energetic
E-High-N-High-A-High-C-High-O-High,9,reflective
E-High-N-High-A-High-C-High-O-High,10,passionate
E-Low-N-Low-A-High-C-High-O-Low,1,reserved
E-Low-N-Low-A-High-C-High-O-Low,2,cautious
E-Low-N-Low-A-High-C-High-O-Low,3,even-tempered
E-Low-N-Low-A-High-C-High-O-Low,4,warm
E-Low-N-Low-A-High-C-High-O-Low,5,reliable
E-Low-N-Low-A-High-C-High-O-Low,6,traditional
E-Low-N-Low-A-High-C-High-O-Low,7,efficient
E-Low-N-Low-A-High-C-High-O-Low,8,conservative
E-Low-N-Low-A-High-C-High-O-Low,9,compassionate
E-Low-N-Low-A-High-C-High-O-Low,10,disciplined
E-High-N-Low-A-High-C-High-O-High,1,vivacious
E-High-N-Low-A-High-C-High-O-High,2,compassionate
E-High-N-Low-A-High-C-High-O-High,3,energetic
E-High-N-Low-A-High-C-High-O-High,4,resilient
E-High-N-Low-A-High-C-High-O-High,5,innovative
E-High-N-Low-A-High-C-High-O-High,6,reliable
E-High-N-Low-A-High-C-High-O-High,7,vibrant
E-High-N-Low-A-High-C-High-O-High,8,empathetic
E-High-N-Low-A-High-C-High-O-High,9,diligent
E-High-N-Low-A-High-C-High-O-High,10,enthusiastic
E-High-N-Low-A-High-C-Low-O-High,1,vivacious
E-High-N-Low-A-High-C-Low-O-High,2,charismatic
E-High-N-Low-A-High-C-Low-O-High,3,empathetic
E-High-N-Low-A-High-C-Low-O-High,4,spontaneous
E-High-N-Low-A-High-C-Low-O-High,5,artistic
E-High-N-Low-A-High-C-Low-O-High,6,enthusiastic
E-High-N-Low-A-High-C-Low-O-High,7,warm-hearted
E-High-N-Low-A-High-C-Low-O-High,8,adventurous
E-High-N-Low-A-High-C-Low-O-High,9,inspiring
E-High-N-Low-A-High-C-Low-O-High,10,optimistic
E-Low-N-High-A-Low-C-Low-O-Low,1,melancholic
E-Low-N-High-A-Low-C-Low-O-Low,2,brooding
E-Low-N-High-A-Low-C-Low-O-Low,3,cautious
E-Low-N-High-A-Low-C-Low-O-Low,4,restless
E-Low-N-High-A-Low-C-Low-O-Low,5,distrustful
E-Low-N-High-A-Low-C-Low-O-Low,6,moody
E-Low-N-High-A-Low-C-Low-O-Low,7,indecisive
E-Low-N-High-A-Low-C-Low-O-Low,8,stubborn
E-Low-N-High-A-Low-C-Low-O-Low,9,unpredictable
E-Low-N-High-A-Low-C-Low-O-Low,10,traditional
E-High-N-Low-A-Low-C-Low-O-Low,1,charismatic
E-High-N-Low-A-Low-C-Low-O-Low,2,confident
E-High-N-Low-A-Low-C-Low-O-Low,3,sociable
E-High-N-Low-A-Low-C-Low-O-Low,4,energetic
E-High-N-Low-A-Low-C-Low-O-Low,5,assertive
E-High-N-Low-A-Low-C-Low-O-Low,6,competitive
E-High-N-Low-A-Low-C-Low-O-Low,7,traditional
E-High-N-Low-A-Low-C-Low-O-Low,8,impulsive
E-High-N-Low-A-Low-C-Low-O-Low,9,sarcastic
E-High-N-Low-A-Low-C-Low-O-Low,10,adventurous
E-Low-N-High-A-High-C-High-O-Low,1,reserved
E-Low-N-High-A-High-C-High-O-Low,2,sensitive
E-Low-N-High-A-High-C-High-O-Low,3,conservative
E-Low-N-High-A-High-C-High-O-Low,4,guarded
E-Low-N-High-A-High-C-High-O-Low,5,reflective
E-Low-N-High-A-High-C-High-O-Low,6,compassionate
E-Low-N-High-A-High-C-High-O-Low,7,methodical
E-Low-N-High-A-High-C-High-O-Low,8,cautious
E-Low-N-High-A-High-C-High-O-Low,9,traditional
E-Low-N-High-A-High-C-High-O-Low,10,deliberate
E-Low-N-High-A-Low-C-High-O-High,1,brooding
E-Low-N-High-A-Low-C-High-O-High,2,perfectionistic
E-Low-N-High-A-Low-C-High-O-High,3,sensitive
E-Low-N-High-A-Low-C-High-O-High,4,introspective
E-Low-N-High-A-Low-C-High-O-High,5,restless
E-Low-N-High-A-Low-C-High-O-High,6,disciplined
E-Low-N-High-A-Low-C-High-O-High,7,creative
E-Low-N-High-A-Low-C-High-O-High,8,cerebral
E-Low-N-High-A-Low-C-High-O-High,9,guarded
E-Low-N-High-A-Low-C-High-O-High,10,visionary
E-High-N-High-A-Low-C-High-O-Low,1,vivacious
E-High-N-High-A-Low-C-High-O-Low,2,impulsive
E-High-N-High-A-Low-C-High-O-Low,3,passionate
E-High-N-High-A-Low-C-High-O-Low,4,competitive
E-High-N-High-A-Low-C-High-O-Low,5,rebellious
E-High-N-High-A-Low-C-High-O-Low,6,efficient
E-High-N-High-A-Low-C-High-O-Low,7,dramatic
E-High-N-High-A-Low-C-High-O-Low,8,resilient
E-High-N-High-A-Low-C-High-O-Low,9,traditional
E-High-N-High-A-Low-C-High-O-Low,10,assertive
E-Low-N-High-A-High-C-Low-O-Low,1,introverted
E-Low-N-High-A-High-C-Low-O-Low,2,anxious
E-Low-N-High-A-High-C-Low-O-Low,3,sensitive
E-Low-N-High-A-High-C-Low-O-Low,4,cautious
E-Low-N-High-A-High-C-Low-O-Low,5,sentimental
E-Low-N-High-A-High-C-Low-O-Low,6,traditional
E-Low-N-High-A-High-C-Low-O-Low,7,impulsive
E-Low-N-High-A-High-C-Low-O-Low,8,disorganized
E-Low-N-High-A-High-C-Low-O-Low,9,vulnerable
E-Low-N-High-A-High-C-Low-O-Low,10,conservative
E-High-N-Low-A-Low-C-High-O-Low,1,confident
E-High-N-Low-A-Low-C-High-O-Low,2,determined
E-High-N-Low-A-Low-C-High-O-Low,3,charismatic
E-High-N-Low-A-Low-C-High-O-Low,4,results-driven
E-High-N-Low-A-Low-C-High-O-Low,5,straightforward
E-High-N-Low-A-Low-C-High-O-Low,6,resilient
E-High-N-Low-A-Low-C-High-O-Low,7,ambitious
E-High-N-Low-A-Low-C-High-O-Low,8,pragmatic
E-High-N-Low-A-Low-C-High-O-Low,9,assertive
E-High-N-Low-A-Low-C-High-O-Low,10,disciplined
E-High-N-Low-A-High-C-High-O-Low,1,vivacious
E-High-N-Low-A-High-C-High-O-Low,2,compassionate
E-High-N-Low-A-High-C-High-O-Low,3,resilient
E-High-N-Low-A-High-C-High-O-Low,4,diligent
E-High-N-Low-A-High-C-High-O-Low,5,charismatic
E-High-N-Low-A-High-C-High-O-Low,6,cooperative
E-High-N-Low-A-High-C-High-O-Low,7,efficient
E-High-N-Low-A-High-C-High-O-Low,8,traditional
E-High-N-Low-A-High-C-High-O-Low,9,empathetic
E-High-N-Low-A-High-C-High-O-Low,10,assertive
E-High-N-Low-A-Low-C-Low-O-High,1,vivacious
E-High-N-Low-A-Low-C-Low-O-High,2,daring
E-High-N-Low-A-Low-C-Low-O-High,3,enthusiastic
E-High-N-Low-A-Low-C-Low-O-High,4,confident
E-High-N-Low-A-Low-C-Low-O-High,5,adventurous
E-High-N-Low-A-Low-C-Low-O-High,6,sanguine
E-High-N-Low-A-Low-C-Low-O-High,7,impulsive
E-High-N-Low-A-Low-C-Low-O-High,8,charismatic
E-High-N-Low-A-Low-C-Low-O-High,9,eccentric
E-High-N-Low-A-Low-C-Low-O-High,10,unconventional
E-High-N-High-A-High-C-High-O-Low,1,vivacious
E-High-N-High-A-High-C-High-O-Low,2,dramatic
E-High-N-High-A-High-C-High-O-Low,3,charming
E-High-N-High-A-High-C-High-O-Low,4,impulsive
E-High-N-High-A-High-C-High-O-Low,5,adaptable
E-High-N-High-A-High-C-High-O-Low,6,passionate
E-High-N-High-A-High-C-High-O-Low,7,perfectionistic
E-High-N-High-A-High-C-High-O-Low,8,traditional
E-High-N-High-A-High-C-High-O-Low,9,sociable
E-High-N-High-A-High-C-High-O-Low,10,resilient
E-Low-N-Low-A-High-C-High-O-High,1,ruminative
E-Low-N-Low-A-High-C-High-O-High,2,reflective
E-Low-N-Low-A-High-C-High-O-High,3,discerning
E-Low-N-Low-A-High-C-High-O-High,4,calm
E-Low-N-Low-A-High-C-High-O-High,5,inquisitive
E-Low-N-Low-A-High-C-High-O-High,6,perceptive
E-Low-N-Low-A-High-C-High-O-High,7,thoughtful
E-Low-N-Low-A-High-C-High-O-High,8,creative
E-Low-N-Low-A-High-C-High-O-High,9,prudent
E-Low-N-Low-A-High-C-High-O-High,10,enlightened
E-Low-N-Low-A-High-C-Low-O-Low,1,reserved
E-Low-N-Low-A-High-C-Low-O-Low,2,cautious
E-Low-N-Low-A-High-C-Low-O-Low,3,emotionally
E-Low-N-Low-A-High-C-Low-O-Low,4,warm-hearted
E-Low-N-Low-A-High-C-Low-O-Low,5,traditional
E-Low-N-Low-A-High-C-Low-O-Low,6,conservative
E-Low-N-Low-A-High-C-Low-O-Low,7,compassionate
E-Low-N-Low-A-High-C-Low-O-Low,8,even-tempered
E-Low-N-Low-A-High-C-Low-O-Low,9,cooperative
E-Low-N-Low-A-High-C-Low-O-Low,10,sincere
E-Low-N-Low-A-Low-C-Low-O-Low,1,reserved
E-Low-N-Low-A-Low-C-Low-O-Low,2,cautious
E-Low-N-Low-A-Low-C-Low-O-Low,3,conservative
E-Low-N-Low-A-Low-C-Low-O-Low,4,traditional
E-Low-N-Low-A-Low-C-Low-O-Low,5,impulsive
E-Low-N-Low-A-Low-C-Low-O-Low,6,disorganized
E-Low-N-Low-A-Low-C-Low-O-Low,7,skeptical
E-Low-N-Low-A-Low-C-Low-O-Low,8,competitive
E-Low-N-Low-A-Low-C-Low-O-Low,9,even-tempered
E-Low-N-Low-A-Low-C-Low-O-Low,10,direct
E-Low-N-High-A-Low-C-High-O-Low,1,reserved
E-Low-N-High-A-Low-C-High-O-Low,2,introspective
E-Low-N-High-A-Low-C-High-O-Low,3,cautious
E-Low-N-High-A-Low-C-High-O-Low,4,high-strung
E-Low-N-High-A-Low-C-High-O-Low,5,prickly
E-Low-N-High-A-Low-C-High-O-Low,6,traditional
E-Low-N-High-A-Low-C-High-O-Low,7,perfectionistic
E-Low-N-High-A-Low-C-High-O-Low,8,worried
E-Low-N-High-A-Low-C-High-O-Low,9,staid
E-Low-N-High-A-Low-C-High-O-Low,10,gruff
E-Low-N-Low-A-Low-C-High-O-Low,1,reserved
E-Low-N-Low-A-Low-C-High-O-Low,2,cautious
E-Low-N-Low-A-Low-C-High-O-Low,3,methodical
E-Low-N-Low-A-Low-C-High-O-Low,4,traditional
E-Low-N-Low-A-Low-C-High-O-Low,5,conservative
E-Low-N-Low-A-Low-C-High-O-Low,6,self-disciplined
E-Low-N-Low-A-Low-C-High-O-Low,7,pragmatic
E-Low-N-Low-A-Low-C-High-O-Low,8,efficient
E-Low-N-Low-A-Low-C-High-O-Low,9,calm
E-Low-N-Low-A-Low-C-High-O-Low,10,disciplined
E-Low-N-High-A-High-C-High-O-High,1,sensitive
E-Low-N-High-A-High-C-High-O-High,2,delicate
E-Low-N-High-A-High-C-High-O-High,3,reflective
E-Low-N-High-A-High-C-High-O-High,4,compassionate
E-Low-N-High-A-High-C-High-O-High,5,perfectionistic
E-Low-N-High-A-High-C-High-O-High,6,imaginative
E-Low-N-High-A-High-C-High-O-High,7,vulnerable
E-Low-N-High-A-High-C-High-O-High,8,thoughtful
E-Low-N-High-A-High-C-High-O-High,9,sincere
E-Low-N-High-A-High-C-High-O-High,10,intellectual
E-Low-N-Low-A-High-C-Low-O-High,1,introverted
E-Low-N-Low-A-High-C-Low-O-High,2,reflective
E-Low-N-Low-A-High-C-Low-O-High,3,empathetic
E-Low-N-Low-A-High-C-Low-O-High,4,imaginative
E-Low-N-Low-A-High-C-Low-O-High,5,creative
E-Low-N-Low-A-High-C-Low-O-High,6,calm
E-Low-N-Low-A-High-C-Low-O-High,7,considerate
E-Low-N-Low-A-High-C-Low-O-High,8,intellectual
E-Low-N-Low-A-High-C-Low-O-High,9,dreamy
E-Low-N-Low-A-High-C-Low-O-High,10,sincere
E-Low-N-High-A-High-C-Low-O-High,1,sensitive
E-Low-N-High-A-High-C-Low-O-High,2,dreamy
E-Low-N-High-A-High-C-Low-O-High,3,vulnerable
E-Low-N-High-A-High-C-Low-O-High,4,compassionate
E-Low-N-High-A-High-C-Low-O-High,5,impulsive
E-Low-N-High-A-High-C-Low-O-High,6,eccentric
E-Low-N-High-A-High-C-Low-O-High,7,reflective
E-Low-N-High-A-High-C-Low-O-High,8,sentimental
E-Low-N-High-A-High-C-Low-O-High,9,disorganized
E-Low-N-High-A-High-C-Low-O-High,10,introspective
E-High-N-High-A-Low-C-High-O-High,1,eccentric
E-High-N-High-A-Low-C-High-O-High,2,dramatic
E-High-N-High-A-Low-C-High-O-High,3,competitive
E-High-N-High-A-Low-C-High-O-High,4,enthusiastic
E-High-N-High-A-Low-C-High-O-High,5,rebellious
E-High-N-High-A-Low-C-High-O-High,6,inquisitive
E-High-N-High-A-Low-C-High-O-High,7,perfectionistic
E-High-N-High-A-Low-C-High-O-High,8,expressive
E-High-N-High-A-Low-C-High-O-High,9,adventurous
E-High-N-High-A-Low-C-High-O-High,10,intense
E-High-N-High-A-High-C-Low-O-Low,1,vivacious
E-High-N-High-A-High-C-Low-O-Low,2,dramatic
E-High-N-High-A-High-C-Low-O-Low,3,emotionally
E-High-N-High-A-High-C-Low-O-Low,4,warm-hearted
E-High-N-High-A-High-C-Low-O-Low,5,impulsive
E-High-N-High-A-High-C-Low-O-Low,6,social
E-High-N-High-A-High-C-Low-O-Low,7,adventurous
E-High-N-High-A-High-C-Low-O-Low,8,emotionally
E-High-N-High-A-High-C-Low-O-Low,9,traditional
E-High-N-High-A-High-C-Low-O-Low,10,passionate
E-High-N-Low-A-Low-C-High-O-High,1,vivacious
E-High-N-Low-A-Low-C-High-O-High,2,confident
E-High-N-Low-A-Low-C-High-O-High,3,adventurous
E-High-N-Low-A-Low-C-High-O-High,4,resilient
E-High-N-Low-A-Low-C-High-O-High,5,energetic
E-High-N-Low-A-Low-C-High-O-High,6,perceptive
E-High-N-Low-A-Low-C-High-O-High,7,competitive
E-High-N-Low-A-Low-C-High-O-High,8,innovative
E-High-N-Low-A-Low-C-High-O-High,9,self-assured
E-High-N-Low-A-Low-C-High-O-High,10,dynamic
E-Low-N-High-A-Low-C-Low-O-High,1,melancholic
E-Low-N-High-A-Low-C-Low-O-High,2,introverted
E-Low-N-High-A-Low-C-Low-O-High,3,mercurial
E-Low-N-High-A-Low-C-Low-O-High,4,rebellious
E-Low-N-High-A-Low-C-Low-O-High,5,imaginative
E-Low-N-High-A-Low-C-Low-O-High,6,perceptive
E-Low-N-High-A-Low-C-Low-O-High,7,moody
E-Low-N-High-A-Low-C-Low-O-High,8,restless
E-Low-N-High-A-Low-C-Low-O-High,9,enigmatic
E-Low-N-High-A-Low-C-Low-O-High,10,unconventional
E-High-N-High-A-Low-C-Low-O-Low,1,dramatic
E-High-N-High-A-Low-C-Low-O-Low,2,impulsive
E-High-N-High-A-Low-C-Low-O-Low,3,reckless
E-High-N-High-A-Low-C-Low-O-Low,4,emotionally
E-High-N-High-A-Low-C-Low-O-Low,5,competitive
E-High-N-High-A-Low-C-Low-O-Low,6,skeptical
E-High-N-High-A-Low-C-Low-O-Low,7,unpredictable
E-High-N-High-A-Low-C-Low-O-Low,8,self-centered
E-High-N-High-A-Low-C-Low-O-Low,9,unconventional
E-High-N-High-A-Low-C-Low-O-Low,10,histrionic
E-High-N-High-A-Low-C-Low-O-High,1,dramatic
E-High-N-High-A-Low-C-Low-O-High,2,unpredictable
E-High-N-High-A-Low-C-Low-O-High,3,eccentric
E-High-N-High-A-Low-C-Low-O-High,4,passionate
E-High-N-High-A-Low-C-Low-O-High,5,impulsive
E-High-N-High-A-Low-C-Low-O-High,6,charismatic
E-High-N-High-A-Low-C-Low-O-High,7,moody
E-High-N-High-A-Low-C-Low-O-High,8,rebellious
E-High-N-High-A-Low-C-Low-O-High,9,innovative
E-High-N-High-A-Low-C-Low-O-High,10,unconventional
E-Low-N-Low-A-Low-C-Low-O-High,1,enigmatic
E-Low-N-Low-A-Low-C-Low-O-High,2,cerebral
E-Low-N-Low-A-Low-C-Low-O-High,3,eccentric
E-Low-N-Low-A-Low-C-Low-O-High,4,serene
E-Low-N-Low-A-Low-C-Low-O-High,5,independent
E-Low-N-Low-A-Low-C-Low-O-High,6,artistic
E-Low-N-Low-A-Low-C-Low-O-High,7,inquisitive
E-Low-N-Low-A-Low-C-Low-O-High,8,unconventional
E-Low-N-Low-A-Low-C-Low-O-High,9,meditative
E-Low-N-Low-A-Low-C-Low-O-High,10,visionary
