Label,Num,Adjectives,Synonyms
ISTJ,6,rigorous,"['tight', 'strict', 'rigorous', 'stringent']"
ISTJ,7,cautious,"['conservative', 'cautious']"
ISTJ,8,discerning,"['discerning', 'apprehensive', 'discreet']"
ISTJ,9,methodical,['methodical']
ISTJ,10,unflappable,"['imperturbable', 'unflappable']"
INTP,1,eccentric,"['eccentric', 'bizarre', 'freaky', 'freakish', 'flaky']"
INTP,2,perceptive,['perceptive']
INTP,3,analytical,"['analytical', 'analytic']"
INTP,4,rebellious,"['ill-affected', 'disaffected', 'rebellious', 'malcontent']"
INTP,5,enigmatic,"['enigmatic', 'puzzling', 'oracular', 'enigmatical']"
INTP,6,innovative,"['advanced', 'innovative', 'modern', 'forward-looking']"
INTP,7,discreet,"['circumspect', 'discerning', 'discreet']"
INTP,8,detached,"['degage', 'detached', 'isolated', 'uninvolved']"
INTP,9,resourceful,['resourceful']
INTP,10,philosophical,"['philosophic', 'philosophical']"
ESTP,1,energetic,"['industrious', 'up-and-coming', 'energetic', 'gumptious']"
ESTP,2,adaptable,['adaptable']
ESTP,3,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
ESTP,4,observant,"['law-abiding', 'observant', 'observing']"
ESTP,5,spontaneous,"['self-generated', 'unwritten', 'spontaneous', 'ad-lib']"
ESTP,6,confident,"['confident', 'convinced', 'positive']"
ESTP,7,efficient,"['effective', 'efficient']"
ESTP,8,laid-back,"['laid-back', 'mellow']"
ESTP,9,resourceful,['resourceful']
ESTP,10,unpredictable,"['irregular', 'unpredictable']"
ISFP,1,imaginative,"['imaginative', 'inventive']"
ISFP,2,introspective,"['self-examining', 'introspective', 'introverted']"
ISFP,3,sensitively,[]
ISFP,4,practical,"['practical', 'hardheaded', 'hard-nosed', 'pragmatic']"
ISFP,5,emotionally,[]
ISFP,6,empathic,"['empathetic', 'empathic']"
ISFP,7,adaptable,['adaptable']
ISFP,8,resilient,"['live', 'resilient', 'bouncy', 'lively']"
ISFP,9,creative,"['creative', 'originative']"
ISFP,10,authentic,"['bona_fide', 'authentic', 'unquestionable', 'reliable']"
ESTJ,1,assertive,"['self-assertive', 'self-asserting', 'assertive']"
ESTJ,2,disciplined,['disciplined']
ESTJ,3,result-driven,[]
ESTJ,4,strategic,"['strategic', 'strategical']"
ESTJ,5,observant,"['law-abiding', 'observant', 'observing']"
ESTJ,6,results-oriented,[]
ESTJ,7,confident,"['confident', 'convinced', 'positive']"
ESTJ,8,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
ESTJ,9,focused,"['focussed', 'focused']"
ESTJ,10,authoritative,"['classical', 'important', 'classic', 'authoritative']"
ISFJ,1,reserve,[]
ISFJ,2,perceptive,['perceptive']
ISFJ,3,sentimental,"['drippy', 'bathetic', 'hokey', 'maudlin', 'sentimental']"
ISFJ,4,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
ISFJ,5,disciplined,['disciplined']
ISFJ,6,attentive,"['paying_attention', 'thoughtful', 'attentive', 'heedful']"
ISFJ,7,sensitive,"['sensible', 'sensitive']"
ISFJ,8,orderly,"['orderly', 'neat']"
ISFJ,9,reflective,"['musing', 'broody', 'brooding', 'contemplative', 'meditative']"
ISFJ,10,authentic,"['bona_fide', 'authentic', 'unquestionable', 'reliable']"
ISTP,1,analytical,"['analytical', 'analytic']"
ISTP,2,resourceful,['resourceful']
ISTP,3,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
ISTP,4,independent,"['sovereign', 'self-governing', 'autonomous', 'independent']"
ISTP,5,observant,"['law-abiding', 'observant', 'observing']"
ISTP,6,flexible,"['flexible', 'flexile', 'elastic']"
ISTP,7,discreet,"['circumspect', 'discerning', 'discreet']"
ISTP,8,efficient,"['effective', 'efficient']"
ISTP,9,perceptive,['perceptive']
ISTP,10,unconventional,"['improper', 'unconventional', 'unlawful']"
ENTJ,1,charismatic,"['magnetic', 'charismatic']"
ENTJ,2,visionary,"['impractical', 'laputan', 'airy', 'visionary', 'windy']"
ENTJ,3,confident,"['confident', 'convinced', 'positive']"
ENTJ,4,adventurous,"['adventuresome', 'adventurous']"
ENTJ,5,strategic,"['strategic', 'strategical']"
ENTJ,6,assertive,"['self-assertive', 'self-asserting', 'assertive']"
ENTJ,7,innovative,"['advanced', 'innovative', 'modern', 'forward-looking']"
ENTJ,8,results-driven,[]
ENTJ,9,direct,"['direct', 'lineal', 'unmediated']"
ENTJ,10,ambitious,"['ambitious', 'challenging']"
INTJ,1,analytical,"['analytical', 'analytic']"
INTJ,2,perceptive,['perceptive']
INTJ,3,independent,"['sovereign', 'self-governing', 'autonomous', 'independent']"
INTJ,4,disciplined,['disciplined']
INTJ,5,enigmatic,"['enigmatic', 'puzzling', 'oracular', 'enigmatical']"
INTJ,6,visionary,"['impractical', 'laputan', 'airy', 'visionary', 'windy']"
INTJ,7,cautious,"['conservative', 'cautious']"
INTJ,8,reserve,[]
INTJ,9,critical,"['critical', 'vital']"
INTJ,10,strategic,"['strategic', 'strategical']"
ESFJ,1,energetic,"['industrious', 'up-and-coming', 'energetic', 'gumptious']"
ESFJ,2,observant,"['law-abiding', 'observant', 'observing']"
ESFJ,3,loyal,"['loyal', 'patriotic', 'firm']"
ESFJ,4,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
ESFJ,5,organized,"['organized', 'unionized', 'organised']"
ESFJ,6,empathetic,"['empathetic', 'empathic']"
ESFJ,7,disciplined,['disciplined']
ESFJ,8,authentic,"['bona_fide', 'authentic', 'unquestionable', 'reliable']"
ESFJ,9,supportive,['supportive']
ESFJ,10,traditional,['traditional']
ENFJ,1,charismatic,"['magnetic', 'charismatic']"
ENFJ,2,imaginative,"['imaginative', 'inventive']"
ENFJ,3,empathetic,"['empathetic', 'empathic']"
ENFJ,4,enthusiastic,['enthusiastic']
ENFJ,5,confident,"['confident', 'convinced', 'positive']"
ENFJ,6,adventurous,"['adventuresome', 'adventurous']"
ENFJ,7,sincere,"['sincere', 'earnest', 'solemn']"
ENFJ,8,visionary,"['impractical', 'laputan', 'airy', 'visionary', 'windy']"
ENFJ,9,organized,"['organized', 'unionized', 'organised']"
ENFJ,10,passionate,['passionate']
