Label,Num,Adjectives,Synonyms
N-Low,18,unobtrusively,[]
N-Low,19,unassuming,"['retiring', 'unassuming']"
N-Low,20,simple,"['unproblematic', 'uncomplicated', 'simple', 'elementary']"
M-Low-N-High-P-High,1,unapologetic,['unapologetic']
M-Low-N-High-P-High,2,confident,"['positive', 'convinced', 'confident']"
M-Low-N-High-P-High,3,impulsive,"['driving', 'impulsive', 'unprompted']"
M-Low-N-High-P-High,4,self-assured,"['self-confident', 'self-assured']"
M-Low-N-High-P-High,5,dominating,"['commanding', 'dominating', 'ascendent', 'ascendant']"
M-Low-N-High-P-High,6,emotionally,[]
M-Low-N-High-P-High,7,thrill-seeking,[]
M-Low-N-High-P-High,8,straightforward,"['straightforward', 'aboveboard', 'square', 'straight']"
M-Low-N-High-P-High,9,unconventional,"['unconventional', 'improper', 'unlawful']"
M-Low-N-High-P-High,10,uninhibited,['uninhibited']
M-High-N-High-P-Low,1,strategic,"['strategical', 'strategic']"
M-High-N-High-P-Low,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-High-P-Low,3,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High-N-High-P-Low,4,ambitious,"['challenging', 'ambitious']"
M-High-N-High-P-Low,5,adaptable,['adaptable']
M-High-N-High-P-Low,6,confident,"['positive', 'convinced', 'confident']"
M-High-N-High-P-Low,7,perceptive,['perceptive']
M-High-N-High-P-Low,8,resourceful,['resourceful']
M-High-N-High-P-Low,9,reflective,"['musing', 'contemplative', 'meditative', 'broody', 'brooding']"
M-High-N-High-P-Low,10,charismatic,"['magnetic', 'charismatic']"
M-Low-N-High-P-Low,1,authentic,"['unquestionable', 'bona_fide', 'authentic', 'reliable']"
M-Low-N-High-P-Low,2,empathetic,"['empathic', 'empathetic']"
M-Low-N-High-P-Low,3,self-assured,"['self-confident', 'self-assured']"
M-Low-N-High-P-Low,4,straightforward,"['straightforward', 'aboveboard', 'square', 'straight']"
M-Low-N-High-P-Low,5,compassionate,['compassionate']
M-Low-N-High-P-Low,6,reflective,"['musing', 'contemplative', 'meditative', 'broody', 'brooding']"
M-Low-N-High-P-Low,7,genuine,"['genuine', 'true', 'unfeigned', 'echt']"
M-Low-N-High-P-Low,8,considerate,['considerate']
M-Low-N-High-P-Low,9,idealistic,"['ideal', 'idealistic', 'elevated', 'sublime', 'exalted']"
M-Low-N-High-P-Low,10,introspective,"['introverted', 'introspective', 'self-examining']"
M-High-N-High-P-High,1,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High-N-High-P-High,2,austere,"['stark', 'severe', 'austere', 'stern']"
M-High-N-High-P-High,3,ambitious,"['challenging', 'ambitious']"
M-High-N-High-P-High,4,ruthless,"['unpitying', 'pitiless', 'remorseless', 'ruthless']"
M-High-N-High-P-High,5,charismatic,"['magnetic', 'charismatic']"
M-High-N-High-P-High,6,impervious,"['impervious', 'imperviable']"
M-High-N-High-P-High,7,reckless,"['reckless', 'foolhardy', 'rash', 'heady', 'heedless']"
M-High-N-High-P-High,8,calculated,"['deliberate', 'measured', 'calculated']"
M-High-N-High-P-High,9,superficial,"['superficial', 'trivial']"
M-High-N-High-P-High,10,unscrupulous,['unscrupulous']
M-High-N-Low-P-Low,1,strategic,"['strategical', 'strategic']"
M-High-N-Low-P-Low,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-Low,3,cautious,"['conservative', 'cautious']"
M-High-N-Low-P-Low,4,empathetic,"['empathic', 'empathetic']"
M-High-N-Low-P-Low,5,humble,"['small', 'humble', 'modest', 'low', 'lowly']"
M-High-N-Low-P-Low,6,principled,['principled']
M-High-N-Low-P-Low,7,adaptable,['adaptable']
M-High-N-Low-P-Low,8,mindful,"['aware', 'mindful']"
M-High-N-Low-P-Low,9,collaborative,['collaborative']
M-High-N-Low-P-Low,10,responsible,"['creditworthy', 'responsible', 'responsible_for']"
M-Low-N-Low-P-High,1,authentic,"['unquestionable', 'bona_fide', 'authentic', 'reliable']"
M-Low-N-Low-P-High,2,uncompromising,"['inflexible', 'uncompromising', 'sturdy']"
M-Low-N-Low-P-High,3,direct,"['lineal', 'direct', 'unmediated']"
M-Low-N-Low-P-High,4,unassuming,"['retiring', 'unassuming']"
M-Low-N-Low-P-High,5,impulsive,"['driving', 'impulsive', 'unprompted']"
M-Low-N-Low-P-High,6,thrill-seeking,[]
M-Low-N-Low-P-High,7,emotionally,[]
M-Low-N-Low-P-High,8,ruthless,"['unpitying', 'pitiless', 'remorseless', 'ruthless']"
M-Low-N-Low-P-High,9,unapologetic,['unapologetic']
M-Low-N-Low-P-High,10,unpredictable,"['irregular', 'unpredictable']"
M-Low-N-Low-P-Low,1,authentic,"['unquestionable', 'bona_fide', 'authentic', 'reliable']"
M-Low-N-Low-P-Low,2,empathetic,"['empathic', 'empathetic']"
M-Low-N-Low-P-Low,3,humane,"['humanistic', 'humanist', 'humane']"
M-Low-N-Low-P-Low,4,modest,"['modest', 'small']"
M-Low-N-Low-P-Low,5,reliable,"['reliable', 'dependable', 'honest']"
M-Low-N-Low-P-Low,6,sincere,"['solemn', 'earnest', 'sincere']"
M-Low-N-Low-P-Low,7,compassionate,['compassionate']
M-Low-N-Low-P-Low,8,principled,['principled']
M-Low-N-Low-P-Low,9,reflective,"['musing', 'contemplative', 'meditative', 'broody', 'brooding']"
M-Low-N-Low-P-Low,10,unassuming,"['retiring', 'unassuming']"
M-High-N-Low-P-High,1,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High-N-Low-P-High,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-High,3,amoral,[]
M-High-N-Low-P-High,4,detached,"['detached', 'isolated', 'uninvolved', 'degage']"
M-High-N-Low-P-High,5,impulsive,"['driving', 'impulsive', 'unprompted']"
M-High-N-Low-P-High,6,resourceful,['resourceful']
M-High-N-Low-P-High,7,enigmatic,"['enigmatical', 'puzzling', 'oracular', 'enigmatic']"
M-High-N-Low-P-High,8,unconventional,"['unconventional', 'improper', 'unlawful']"
M-High-N-Low-P-High,9,calculated,"['deliberate', 'measured', 'calculated']"
M-High-N-Low-P-High,10,evasive,['evasive']
