Label,Num,Adjectives,Synonyms
M-Low-N-Low-P-Low,8,reliable,"['reliable', 'dependable', 'honest']"
M-Low-N-Low-P-Low,9,sincere,"['solemn', 'earnest', 'sincere']"
M-Low-N-Low-P-Low,10,unassuming,"['retiring', 'unassuming']"
M-High-N-Low-P-High,1,strategic,"['strategical', 'strategic']"
M-High-N-Low-P-High,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-High,3,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High-N-Low-P-High,4,detached,"['detached', 'isolated', 'uninvolved', 'degage']"
M-High-N-Low-P-High,5,impulsive,"['driving', 'impulsive', 'unprompted']"
M-High-N-Low-P-High,6,calculated,"['deliberate', 'measured', 'calculated']"
M-High-N-Low-P-High,7,unassuming,"['retiring', 'unassuming']"
M-High-N-Low-P-High,8,adaptable,['adaptable']
M-High-N-Low-P-High,9,ruthless,"['unpitying', 'pitiless', 'remorseless', 'ruthless']"
M-High-N-Low-P-High,10,enigmatic,"['enigmatical', 'puzzling', 'oracular', 'enigmatic']"
