Label,Num,Adjectives,Synonyms
E-Low-N-Low-A-High-C-High-O-Low,7,conservative,"['button-down', 'conservative', 'cautious']"
E-Low-N-Low-A-High-C-High-O-Low,8,compassionate,['compassionate']
E-Low-N-Low-A-High-C-High-O-Low,9,disciplined,['disciplined']
E-Low-N-Low-A-High-C-High-O-Low,10,content,"['content', 'contented']"
E-High-N-Low-A-High-C-High-O-High,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-High-C-High-O-High,2,compassionate,['compassionate']
E-High-N-Low-A-High-C-High-O-High,3,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-Low-A-High-C-High-O-High,4,reliable,"['dependable', 'reliable', 'honest']"
E-High-N-Low-A-High-C-High-O-High,5,imaginative,"['inventive', 'imaginative']"
E-High-N-Low-A-High-C-High-O-High,6,charismatic,"['magnetic', 'charismatic']"
E-High-N-Low-A-High-C-High-O-High,7,resourceful,['resourceful']
E-High-N-Low-A-High-C-High-O-High,8,enthusiastic,['enthusiastic']
E-High-N-Low-A-High-C-High-O-High,9,empathetic,"['empathic', 'empathetic']"
E-High-N-Low-A-High-C-High-O-High,10,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
E-High-N-Low-A-High-C-Low-O-High,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-High-C-Low-O-High,2,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High-N-Low-A-High-C-Low-O-High,3,adventurous,"['adventurous', 'adventuresome']"
E-High-N-Low-A-High-C-Low-O-High,4,imaginative,"['inventive', 'imaginative']"
E-High-N-Low-A-High-C-Low-O-High,5,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-Low-A-High-C-Low-O-High,6,charismatic,"['magnetic', 'charismatic']"
E-High-N-Low-A-High-C-Low-O-High,7,spontaneous,"['spontaneous', 'ad-lib', 'self-generated', 'unwritten']"
E-High-N-Low-A-High-C-Low-O-High,8,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
E-High-N-Low-A-High-C-Low-O-High,9,warm-hearted,[]
E-High-N-Low-A-High-C-Low-O-High,10,free-spirited,[]
E-Low-N-High-A-Low-C-Low-O-Low,1,introverted,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-Low-O-Low,2,brooding,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-Low-C-Low-O-Low,3,cautious,"['conservative', 'cautious']"
E-Low-N-High-A-Low-C-Low-O-Low,4,miserable,"['hapless', 'wretched', 'suffering', 'miserable']"
E-Low-N-High-A-Low-C-Low-O-Low,5,impulsive,"['unprompted', 'driving', 'impulsive']"
E-Low-N-High-A-Low-C-Low-O-Low,6,disorganized,"['disorganized', 'disorganised']"
E-Low-N-High-A-Low-C-Low-O-Low,7,confrontational,['confrontational']
E-Low-N-High-A-Low-C-Low-O-Low,8,skeptical,"['unbelieving', 'doubting', 'disbelieving', 'sceptical', 'skeptical']"
E-Low-N-High-A-Low-C-Low-O-Low,9,maladjusted,"['disturbed', 'maladjusted']"
E-Low-N-High-A-Low-C-Low-O-Low,10,traditional,['traditional']
E-High-N-Low-A-Low-C-Low-O-Low,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-Low-C-Low-O-Low,2,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-Low-C-Low-O-Low,3,daring,"['venturesome', 'audacious', 'avant-garde', 'daring', 'venturous']"
E-High-N-Low-A-Low-C-Low-O-Low,4,sociable,['sociable']
E-High-N-Low-A-Low-C-Low-O-Low,5,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-High-N-Low-A-Low-C-Low-O-Low,6,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-Low-A-Low-C-Low-O-Low,7,forceful,"['forceful', 'emphatic']"
E-High-N-Low-A-Low-C-Low-O-Low,8,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-Low-A-Low-C-Low-O-Low,9,traditional,['traditional']
E-High-N-Low-A-Low-C-Low-O-Low,10,charismatic,"['magnetic', 'charismatic']"
E-Low-N-High-A-High-C-High-O-Low,1,reserved,['reserved']
E-Low-N-High-A-High-C-High-O-Low,2,sentimental,"['maudlin', 'bathetic', 'sentimental', 'drippy', 'hokey']"
E-Low-N-High-A-High-C-High-O-Low,3,cautious,"['conservative', 'cautious']"
E-Low-N-High-A-High-C-High-O-Low,4,perfectionistic,[]
E-Low-N-High-A-High-C-High-O-Low,5,traditional,['traditional']
E-Low-N-High-A-High-C-High-O-Low,6,emotionally,[]
E-Low-N-High-A-High-C-High-O-Low,7,compassionate,['compassionate']
E-Low-N-High-A-High-C-High-O-Low,8,methodical,['methodical']
E-Low-N-High-A-High-C-High-O-Low,9,conservative,"['button-down', 'conservative', 'cautious']"
E-Low-N-High-A-High-C-High-O-Low,10,vigilant,"['wakeful', 'argus-eyed', 'open-eyed', 'vigilant']"
E-Low-N-High-A-Low-C-High-O-High,1,introverted,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-High-O-High,2,brooding,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-Low-C-High-O-High,3,perfectionistic,[]
E-Low-N-High-A-Low-C-High-O-High,4,skeptical,"['unbelieving', 'doubting', 'disbelieving', 'sceptical', 'skeptical']"
E-Low-N-High-A-Low-C-High-O-High,5,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-High-O-High,6,high-strung,"['highly_strung', 'high-strung', 'jumpy', 'edgy', 'jittery']"
E-Low-N-High-A-Low-C-High-O-High,7,disciplined,['disciplined']
E-Low-N-High-A-Low-C-High-O-High,8,imaginative,"['inventive', 'imaginative']"
E-Low-N-High-A-Low-C-High-O-High,9,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-Low-N-High-A-Low-C-High-O-High,10,emotionally,[]
E-High-N-High-A-Low-C-High-O-Low,1,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-High-A-Low-C-High-O-Low,2,impulsive,"['unprompted', 'driving', 'impulsive']"
E-High-N-High-A-Low-C-High-O-Low,3,passionate,['passionate']
E-High-N-High-A-Low-C-High-O-Low,4,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-High-A-Low-C-High-O-Low,5,rebellious,"['ill-affected', 'rebellious', 'disaffected', 'malcontent']"
E-High-N-High-A-Low-C-High-O-Low,6,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-High-N-High-A-Low-C-High-O-Low,7,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-High-N-High-A-Low-C-High-O-Low,8,dramatic,"['dramatic', 'spectacular', 'striking']"
E-High-N-High-A-Low-C-High-O-Low,9,focused,"['focused', 'focussed']"
E-High-N-High-A-Low-C-High-O-Low,10,straightforward,"['square', 'aboveboard', 'straight', 'straightforward']"
E-Low-N-High-A-High-C-Low-O-Low,1,introverted,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-High-C-Low-O-Low,2,sensitive,"['sensible', 'sensitive']"
E-Low-N-High-A-High-C-Low-O-Low,3,wistful,"['wistful', 'pensive']"
E-Low-N-High-A-High-C-Low-O-Low,4,compassionate,['compassionate']
E-Low-N-High-A-High-C-Low-O-Low,5,cautious,"['conservative', 'cautious']"
E-Low-N-High-A-High-C-Low-O-Low,6,traditional,['traditional']
E-Low-N-High-A-High-C-Low-O-Low,7,vulnerable,['vulnerable']
E-Low-N-High-A-High-C-Low-O-Low,8,reflective,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-High-C-Low-O-Low,9,gentle,"['soft', 'aristocratic', 'gentle']"
E-Low-N-High-A-High-C-Low-O-Low,10,sentimental,"['maudlin', 'bathetic', 'sentimental', 'drippy', 'hokey']"
E-High-N-Low-A-Low-C-High-O-Low,1,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-Low-C-High-O-Low,2,ambitious,"['ambitious', 'challenging']"
E-High-N-Low-A-Low-C-High-O-Low,3,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-High-N-Low-A-Low-C-High-O-Low,4,results-oriented,[]
E-High-N-Low-A-Low-C-High-O-Low,5,assertive,"['self-assertive', 'assertive', 'self-asserting']"
E-High-N-Low-A-Low-C-High-O-Low,6,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-Low-A-Low-C-High-O-Low,7,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-High-N-Low-A-Low-C-High-O-Low,8,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-High-N-Low-A-Low-C-High-O-Low,9,goal-driven,[]
E-High-N-Low-A-Low-C-High-O-Low,10,decisive,"['decisive', 'critical']"
E-High-N-Low-A-High-C-High-O-Low,1,sociable,['sociable']
E-High-N-Low-A-High-C-High-O-Low,2,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-High-C-High-O-Low,3,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High-N-Low-A-High-C-High-O-Low,4,empathetic,"['empathic', 'empathetic']"
E-High-N-Low-A-High-C-High-O-Low,5,resilient,"['live', 'lively', 'resilient', 'bouncy']"
E-High-N-Low-A-High-C-High-O-Low,6,charismatic,"['magnetic', 'charismatic']"
E-High-N-Low-A-High-C-High-O-Low,7,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-High-N-Low-A-High-C-High-O-Low,8,conservative,"['button-down', 'conservative', 'cautious']"
E-High-N-Low-A-High-C-High-O-Low,9,decisive,"['decisive', 'critical']"
E-High-N-Low-A-High-C-High-O-Low,10,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High-N-Low-A-Low-C-Low-O-High,1,charismatic,"['magnetic', 'charismatic']"
E-High-N-Low-A-Low-C-Low-O-High,2,vivacious,"['vivacious', 'vibrant']"
E-High-N-Low-A-Low-C-Low-O-High,3,sociable,['sociable']
E-High-N-Low-A-Low-C-Low-O-High,4,fearless,"['brave', 'audacious', 'dauntless', 'unafraid', 'fearless']"
E-High-N-Low-A-Low-C-Low-O-High,5,eccentric,"['flaky', 'freaky', 'freakish', 'eccentric', 'bizarre']"
E-High-N-Low-A-Low-C-Low-O-High,6,confident,"['convinced', 'positive', 'confident']"
E-High-N-Low-A-Low-C-Low-O-High,7,adventurous,"['adventurous', 'adventuresome']"
E-High-N-Low-A-Low-C-Low-O-High,8,unconventional,"['unlawful', 'unconventional', 'improper']"
E-High-N-Low-A-Low-C-Low-O-High,9,passionate,['passionate']
E-High-N-Low-A-Low-C-Low-O-High,10,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
E-High-N-High-A-High-C-High-O-Low,1,vivacious,"['vivacious', 'vibrant']"
E-High-N-High-A-High-C-High-O-Low,2,emotionally,[]
E-High-N-High-A-High-C-High-O-Low,3,compassionate,['compassionate']
E-High-N-High-A-High-C-High-O-Low,4,methodical,['methodical']
E-High-N-High-A-High-C-High-O-Low,5,social,"['societal', 'social']"
E-High-N-High-A-High-C-High-O-Low,6,high-strung,"['highly_strung', 'high-strung', 'jumpy', 'edgy', 'jittery']"
E-High-N-High-A-High-C-High-O-Low,7,traditionalist,"['hidebound', 'traditionalist']"
E-High-N-High-A-High-C-High-O-Low,8,enthusiastic,['enthusiastic']
E-High-N-High-A-High-C-High-O-Low,9,empathetic,"['empathic', 'empathetic']"
E-High-N-High-A-High-C-High-O-Low,10,practical,"['practical', 'hardheaded', 'pragmatic', 'hard-nosed']"
E-Low-N-Low-A-High-C-High-O-High,1,reflective,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-Low-A-High-C-High-O-High,2,compassionate,['compassionate']
E-Low-N-Low-A-High-C-High-O-High,3,disciplined,['disciplined']
E-Low-N-Low-A-High-C-High-O-High,4,creative,"['originative', 'creative']"
E-Low-N-Low-A-High-C-High-O-High,5,perceptive,['perceptive']
E-Low-N-Low-A-High-C-High-O-High,6,methodical,['methodical']
E-Low-N-Low-A-High-C-High-O-High,7,inquisitive,"['wondering', 'questioning', 'inquisitive', 'speculative']"
E-Low-N-Low-A-High-C-High-O-High,8,considerate,['considerate']
E-Low-N-Low-A-High-C-High-O-High,9,principled,['principled']
E-Low-N-Low-A-High-C-High-O-High,10,enlightened,"['educated', 'enlightened']"
E-Low-N-Low-A-High-C-Low-O-Low,1,reserved,['reserved']
E-Low-N-Low-A-High-C-Low-O-Low,2,calm,"['calm', 'serene', 'tranquil', 'unagitated']"
E-Low-N-Low-A-High-C-Low-O-Low,3,warm,"['warm', 'affectionate', 'fond']"
E-Low-N-Low-A-High-C-Low-O-Low,4,traditional,['traditional']
E-Low-N-Low-A-High-C-Low-O-Low,5,conservative,"['button-down', 'conservative', 'cautious']"
E-Low-N-Low-A-High-C-Low-O-Low,6,cooperative,"['cooperative', 'conjunct', 'concerted', 'conjunctive']"
E-Low-N-Low-A-High-C-Low-O-Low,7,empathetic,"['empathic', 'empathetic']"
E-Low-N-Low-A-High-C-Low-O-Low,8,cautious,"['conservative', 'cautious']"
E-Low-N-Low-A-High-C-Low-O-Low,9,unassuming,"['retiring', 'unassuming']"
E-Low-N-Low-A-High-C-Low-O-Low,10,reliable,"['dependable', 'reliable', 'honest']"
E-Low-N-Low-A-Low-C-Low-O-Low,1,reserved,['reserved']
E-Low-N-Low-A-Low-C-Low-O-Low,2,cautious,"['conservative', 'cautious']"
E-Low-N-Low-A-Low-C-Low-O-Low,3,even-tempered,"['good-tempered', 'placid', 'equable', 'even-tempered']"
E-Low-N-Low-A-Low-C-Low-O-Low,4,traditional,['traditional']
E-Low-N-Low-A-Low-C-Low-O-Low,5,conservative,"['button-down', 'conservative', 'cautious']"
E-Low-N-Low-A-Low-C-Low-O-Low,6,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-Low-N-Low-A-Low-C-Low-O-Low,7,skeptical,"['unbelieving', 'doubting', 'disbelieving', 'sceptical', 'skeptical']"
E-Low-N-Low-A-Low-C-Low-O-Low,8,impulsive,"['unprompted', 'driving', 'impulsive']"
E-Low-N-Low-A-Low-C-Low-O-Low,9,disorganized,"['disorganized', 'disorganised']"
E-Low-N-Low-A-Low-C-Low-O-Low,10,direct,"['unmediated', 'direct', 'lineal']"
E-Low-N-High-A-Low-C-High-O-Low,1,reserved,['reserved']
E-Low-N-High-A-Low-C-High-O-Low,2,introspective,"['introspective', 'self-examining', 'introverted']"
E-Low-N-High-A-Low-C-High-O-Low,3,miserable,"['hapless', 'wretched', 'suffering', 'miserable']"
E-Low-N-High-A-Low-C-High-O-Low,4,cautious,"['conservative', 'cautious']"
E-Low-N-High-A-Low-C-High-O-Low,5,perfectionistic,[]
E-Low-N-High-A-Low-C-High-O-Low,6,traditional,['traditional']
E-Low-N-High-A-Low-C-High-O-Low,7,dour,"['dour', 'pertinacious', 'dogged', 'persistent', 'tenacious']"
E-Low-N-High-A-Low-C-High-O-Low,8,self-controlled,[]
E-Low-N-High-A-Low-C-High-O-Low,9,staid,"['staid', 'sedate']"
E-Low-N-High-A-Low-C-High-O-Low,10,prudish,"['priggish', 'prudish', 'puritanical', 'prissy', 'prim']"
E-Low-N-Low-A-Low-C-High-O-Low,1,disciplined,['disciplined']
E-Low-N-Low-A-Low-C-High-O-Low,2,reserved,['reserved']
E-Low-N-Low-A-Low-C-High-O-Low,3,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
E-Low-N-Low-A-Low-C-High-O-Low,4,efficient,"['efficient', 'effective']"
E-Low-N-Low-A-Low-C-High-O-Low,5,traditional,['traditional']
E-Low-N-Low-A-Low-C-High-O-Low,6,cautious,"['conservative', 'cautious']"
E-Low-N-Low-A-Low-C-High-O-Low,7,competitive,"['free-enterprise', 'private-enterprise', 'competitive', 'competitory']"
E-Low-N-Low-A-Low-C-High-O-Low,8,conservative,"['button-down', 'conservative', 'cautious']"
E-Low-N-Low-A-Low-C-High-O-Low,9,methodical,['methodical']
E-Low-N-Low-A-Low-C-High-O-Low,10,steady,"['unfluctuating', 'firm', 'steady']"
E-Low-N-High-A-High-C-High-O-High,1,sensitive,"['sensible', 'sensitive']"
E-Low-N-High-A-High-C-High-O-High,2,reflective,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-High-C-High-O-High,3,delicate,"['frail', 'fragile', 'delicate']"
E-Low-N-High-A-High-C-High-O-High,4,perceptive,['perceptive']
E-Low-N-High-A-High-C-High-O-High,5,disciplined,['disciplined']
E-Low-N-High-A-High-C-High-O-High,6,creative,"['originative', 'creative']"
E-Low-N-High-A-High-C-High-O-High,7,vulnerable,['vulnerable']
E-Low-N-High-A-High-C-High-O-High,8,ruminative,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-High-A-High-C-High-O-High,9,responsible,"['responsible_for', 'responsible', 'creditworthy']"
E-Low-N-High-A-High-C-High-O-High,10,enigmatic,"['oracular', 'enigmatical', 'puzzling', 'enigmatic']"
E-Low-N-Low-A-High-C-Low-O-High,1,mellow,"['mellow', 'mellowed', 'laid-back']"
E-Low-N-Low-A-High-C-Low-O-High,2,soothing,"['assuasive', 'soothing']"
E-Low-N-Low-A-High-C-Low-O-High,3,reflective,"['meditative', 'brooding', 'musing', 'broody', 'contemplative']"
E-Low-N-Low-A-High-C-Low-O-High,4,imaginative,"['inventive', 'imaginative']"
E-Low-N-Low-A-High-C-Low-O-High,5,wistful,"['wistful', 'pensive']"
E-Low-N-Low-A-High-C-Low-O-High,6,calm,"['calm', 'serene', 'tranquil', 'unagitated']"
